Date - MST,Date,Hourly Profile,Season,Date (MPT),Date (MST),Calgary,Central,Edmonton,Losses,Northeast,Northwest,South,System Load
7/16/2021 9:00:00 AM,7/16/2021,ON PEAK,SUMMER,7/16/2021 10:00:00 AM,7/16/2021 9:00:00 AM,1441.4247063,1319.743832,1758.2120352,205.6633997,1093.294976,804.2111524,1076.5588126,7699.1089142
7/16/2021 10:00:00 AM,7/16/2021,ON PEAK,SUMMER,7/16/2021 11:00:00 AM,7/16/2021 10:00:00 AM,1478.9942913,1319.1113679,1785.7032582,182.2686173,1087.0944023,820.4167717,1101.0342976,7774.6230063
7/16/2021 11:00:00 AM,7/16/2021,ON PEAK,SUMMER,7/16/2021 12:00:00 PM,7/16/2021 11:00:00 AM,1518.0221693,1323.371305,1808.7484419,197.0319222,1086.358978,820.0338316,1112.6470851,7866.2137331
7/16/2021 12:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 1:00:00 PM,7/16/2021 12:00:00 PM,1545.7090721,1335.0407167,1820.552354,207.6821279,1094.7927528,817.0967644,1127.3716018,7948.2453897
7/16/2021 1:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 2:00:00 PM,7/16/2021 1:00:00 PM,1554.137465,1337.8667436,1800.898653,201.6904066,1086.4621147,813.3150493,1141.0530507,7935.4234829
7/16/2021 2:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 3:00:00 PM,7/16/2021 2:00:00 PM,1558.2180655,1329.6679128,1806.7948298,222.1745254,1074.3138796,817.4965625,1162.0669512,7970.7327268
7/16/2021 3:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 4:00:00 PM,7/16/2021 3:00:00 PM,1567.5434968,1305.7938589,1816.9397832,191.503007,1082.2695206,820.3735709,1168.3108512,7952.7340886
7/16/2021 4:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 5:00:00 PM,7/16/2021 4:00:00 PM,1571.0502468,1313.3411872,1780.3553516,175.5364286,1092.2148335,810.1580033,1171.2213453,7913.8773963
7/16/2021 5:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 6:00:00 PM,7/16/2021 5:00:00 PM,1506.4952133,1314.3482171,1712.1537404,260.2432479,1088.8186935,801.730117,1187.124934,7870.9141632
7/16/2021 6:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 7:00:00 PM,7/16/2021 6:00:00 PM,1445.6816609,1307.6797061,1632.6162184,192.4213169,1078.4151159,800.3074028,1191.2416392,7648.3630602
7/16/2021 7:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 8:00:00 PM,7/16/2021 7:00:00 PM,1379.913359,1284.6942026,1564.840978,212.6007229,1083.6994277,797.0157747,1189.2251893,7511.9896542
7/16/2021 8:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 9:00:00 PM,7/16/2021 8:00:00 PM,1322.8186229,1260.9668321,1515.1093332,182.2834347,1079.0517686,787.5021402,1179.7338855,7327.4660172
7/16/2021 9:00:00 PM,7/16/2021,ON PEAK,SUMMER,7/16/2021 10:00:00 PM,7/16/2021 9:00:00 PM,1275.475913,1244.3628519,1482.0714188,185.8133667,1088.4390039,794.2552857,1176.3463394,7246.7641794
7/16/2021 10:00:00 PM,7/16/2021,OFF PEAK,SUMMER,7/16/2021 11:00:00 PM,7/16/2021 10:00:00 PM,1170.8734338,1203.6728279,1380.308122,233.6290029,1073.4532953,802.160475,1124.2364479,6988.3336048
7/16/2021 11:00:00 PM,7/16/2021,OFF PEAK,SUMMER,7/17/2021 12:00:00 AM,7/16/2021 11:00:00 PM,1077.9036503,1165.8492872,1337.2574824,177.6691827,1056.9060549,811.0431164,1078.6407723,6705.2695462
7/17/2021 12:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 1:00:00 AM,7/17/2021 12:00:00 AM,1007.6554094,1131.1420693,1270.5254886,163.8507694,1051.9141781,859.0365115,1047.4677158,6531.5921421
7/17/2021 1:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 2:00:00 AM,7/17/2021 1:00:00 AM,960.1715004,1122.7480455,1223.7986975,179.2580597,1048.3629232,853.360577,1025.7834642,6413.4832675
7/17/2021 2:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 3:00:00 AM,7/17/2021 2:00:00 AM,921.8107971,1130.1304687,1220.3483262,164.502143,1044.9118381,846.6447792,1012.3078442,6340.6561965
7/17/2021 3:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 4:00:00 AM,7/17/2021 3:00:00 AM,902.5282102,1122.2582925,1223.5761237,187.955688,1035.1794796,848.0986618,1008.3659168,6327.9623726
7/17/2021 4:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 5:00:00 AM,7/17/2021 4:00:00 AM,901.6887225,1119.6930592,1205.8776517,210.2585055,1036.0927246,852.0051111,998.4863472,6324.1021218
7/17/2021 5:00:00 AM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 6:00:00 AM,7/17/2021 5:00:00 AM,917.077983,1112.12964,1233.7235124,199.9896366,1034.8646451,848.8029218,990.6002616,6337.1886005
7/17/2021 6:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 7:00:00 AM,7/17/2021 6:00:00 AM,973.0057938,1084.5458322,1256.3778417,167.6553976,1041.2632122,830.094384,973.9788434,6326.9213049
7/17/2021 7:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 8:00:00 AM,7/17/2021 7:00:00 AM,1042.6739363,1128.3451684,1358.4777472,169.6577471,1062.5332705,835.2883377,982.1505972,6579.1268044
7/17/2021 8:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 9:00:00 AM,7/17/2021 8:00:00 AM,1120.9036962,1171.3247001,1454.7871836,191.0471243,1081.3358117,802.0238448,1000.2668672,6821.6892279
7/17/2021 9:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 10:00:00 AM,7/17/2021 9:00:00 AM,1190.5943075,1202.7587251,1504.1250018,199.4271018,1091.1848925,811.7962444,1002.8225651,7002.7088382
7/17/2021 10:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 11:00:00 AM,7/17/2021 10:00:00 AM,1234.2321972,1210.8474773,1510.4971183,188.6139495,1104.8215914,819.747356,1028.1750453,7096.934735
7/17/2021 11:00:00 AM,7/17/2021,ON PEAK,SUMMER,7/17/2021 12:00:00 PM,7/17/2021 11:00:00 AM,1264.8455334,1210.8772724,1517.624523,204.8095058,1101.2910174,813.9080011,1041.2302365,7154.5860896
7/17/2021 12:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 1:00:00 PM,7/17/2021 12:00:00 PM,1284.9496478,1225.2111103,1488.1879856,190.3612064,1069.3213339,804.7798193,1060.4905088,7123.3016121
7/17/2021 1:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 2:00:00 PM,7/17/2021 1:00:00 PM,1303.7930482,1215.745609,1467.7332915,180.8111422,1085.9244901,783.3492562,1069.6752198,7107.032057
7/17/2021 2:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 3:00:00 PM,7/17/2021 2:00:00 PM,1324.2842678,1211.9335363,1477.3624214,205.9578249,1109.0583745,784.3493246,1090.2214505,7203.1672
7/17/2021 3:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 4:00:00 PM,7/17/2021 3:00:00 PM,1350.3287335,1223.7081453,1509.0169663,215.9386483,1106.9368843,764.2269876,1116.263384,7286.4197493
7/17/2021 4:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 5:00:00 PM,7/17/2021 4:00:00 PM,1370.2498876,1233.4909462,1513.0821824,199.5541203,1126.2506565,758.8915844,1134.7706968,7336.2900742
7/17/2021 5:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 6:00:00 PM,7/17/2021 5:00:00 PM,1354.255833,1229.9203779,1466.0950957,204.1488202,1127.9098931,756.9934826,1149.8567857,7289.1802882
7/17/2021 6:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 7:00:00 PM,7/17/2021 6:00:00 PM,1311.1392461,1224.1057681,1442.9833834,205.6470204,1125.2391556,757.1458525,1159.7185173,7225.9789434
7/17/2021 7:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 8:00:00 PM,7/17/2021 7:00:00 PM,1246.9877846,1193.6253829,1404.6144639,192.6084016,1131.5263279,751.7027664,1154.394857,7075.4599843
7/17/2021 8:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 9:00:00 PM,7/17/2021 8:00:00 PM,1190.4805177,1180.0123282,1387.0349761,171.2151919,1135.4238044,786.9742899,1142.6855966,6993.8267048
7/17/2021 9:00:00 PM,7/17/2021,ON PEAK,SUMMER,7/17/2021 10:00:00 PM,7/17/2021 9:00:00 PM,1152.506546,1201.9820196,1374.1475669,155.264906,1142.5156405,815.5190718,1123.0257735,6964.9615243
7/17/2021 10:00:00 PM,7/17/2021,OFF PEAK,SUMMER,7/17/2021 11:00:00 PM,7/17/2021 10:00:00 PM,1068.7495864,1178.66659,1320.5038382,144.9762565,1137.3629635,834.2019353,1081.1110133,6765.5721832
7/17/2021 11:00:00 PM,7/17/2021,OFF PEAK,SUMMER,7/18/2021 12:00:00 AM,7/17/2021 11:00:00 PM,990.339224,1157.4626125,1263.896904,135.920563,1124.8804402,804.2504587,1035.8212487,6512.5714511
7/18/2021 12:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 1:00:00 AM,7/18/2021 12:00:00 AM,938.1271179,1145.3696623,1229.0251463,164.2349726,1123.9073392,766.9184215,1004.2376926,6371.8203524
7/18/2021 1:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 2:00:00 AM,7/18/2021 1:00:00 AM,905.1374776,1141.0862577,1206.0737045,147.2209795,1121.7148159,765.3361997,976.4329256,6263.0023605
7/18/2021 2:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 3:00:00 AM,7/18/2021 2:00:00 AM,885.3374353,1135.4735166,1193.5550388,194.3820693,1101.0451113,763.3979666,962.7827776,6235.9739155
7/18/2021 3:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 4:00:00 AM,7/18/2021 3:00:00 AM,876.9527602,1135.9178772,1160.6136793,189.024274,1113.1513546,753.8694012,952.5389259,6182.0682724
7/18/2021 4:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 5:00:00 AM,7/18/2021 4:00:00 AM,882.3687279,1134.3519709,1187.7466048,190.2387307,1103.7773108,739.3020286,950.7602162,6188.5455899
7/18/2021 5:00:00 AM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 6:00:00 AM,7/18/2021 5:00:00 AM,894.5130901,1124.961085,1196.644724,191.4042434,1055.0655877,735.6283476,955.0007432,6153.217821
7/18/2021 6:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 7:00:00 AM,7/18/2021 6:00:00 AM,933.6070488,1145.9588026,1239.0928499,201.9447211,1073.7511713,734.1322033,962.9000801,6291.3868771
7/18/2021 7:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 8:00:00 AM,7/18/2021 7:00:00 AM,991.7155497,1168.1459767,1307.4475854,206.8185941,1084.1122142,775.0061315,975.8753808,6509.1214324
7/18/2021 8:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 9:00:00 AM,7/18/2021 8:00:00 AM,1054.2067752,1189.2470351,1372.1178584,207.949966,1077.7104779,759.8807585,994.9524676,6656.0653387
7/18/2021 9:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 10:00:00 AM,7/18/2021 9:00:00 AM,1107.1290071,1205.8054571,1404.5074485,199.9207072,1043.33794,754.2401225,982.6155034,6697.5561858
7/18/2021 10:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 11:00:00 AM,7/18/2021 10:00:00 AM,1147.9199975,1215.253345,1463.5700549,185.6666711,1060.4893731,757.6538829,990.9155173,6821.4688418
7/18/2021 11:00:00 AM,7/18/2021,ON PEAK,SUMMER,7/18/2021 12:00:00 PM,7/18/2021 11:00:00 AM,1171.1645845,1217.9511925,1461.2634101,199.5779638,1070.2982065,760.3964896,997.8945793,6878.5464263
7/18/2021 12:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 1:00:00 PM,7/18/2021 12:00:00 PM,1182.7731944,1209.7437191,1453.4144568,185.50151,1072.1205972,756.5351159,992.866516,6852.9551094
7/18/2021 1:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 2:00:00 PM,7/18/2021 1:00:00 PM,1192.5041648,1202.0673875,1454.5598553,179.4888019,1092.5738784,758.3105208,986.7854916,6866.2901003
7/18/2021 2:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 3:00:00 PM,7/18/2021 2:00:00 PM,1205.8214214,1211.534802,1462.5255253,199.8366538,1096.8997424,761.1153657,970.5542327,6908.2877433
7/18/2021 3:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 4:00:00 PM,7/18/2021 3:00:00 PM,1227.9767327,1231.5716001,1486.4615972,180.2709975,1115.0916033,763.1115937,975.6411699,6980.1252944
7/18/2021 4:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 5:00:00 PM,7/18/2021 4:00:00 PM,1255.3101478,1242.9437046,1499.4521693,228.3142302,1105.983716,769.5640158,994.4850825,7096.0530662
7/18/2021 5:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 6:00:00 PM,7/18/2021 5:00:00 PM,1238.4876317,1233.1425796,1466.2434411,167.1220557,1098.9965332,781.124456,1013.1361152,6998.2528125
7/18/2021 6:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 7:00:00 PM,7/18/2021 6:00:00 PM,1208.1924175,1228.6173182,1433.7431493,222.1147716,1082.7660945,786.3100515,1027.3137381,6989.0575407
7/18/2021 7:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 8:00:00 PM,7/18/2021 7:00:00 PM,1179.7663999,1227.6409352,1408.6481961,171.725368,1055.6563442,783.996592,1016.671434,6844.1052694
7/18/2021 8:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 9:00:00 PM,7/18/2021 8:00:00 PM,1166.0656649,1216.0725419,1389.2918119,170.5157258,1091.3542471,776.7818973,1003.8836933,6813.9655822
7/18/2021 9:00:00 PM,7/18/2021,ON PEAK,SUMMER,7/18/2021 10:00:00 PM,7/18/2021 9:00:00 PM,1131.9918566,1201.5323874,1385.6801819,212.7997038,1093.6072916,778.4176258,1023.6788937,6827.7079408
7/18/2021 10:00:00 PM,7/18/2021,OFF PEAK,SUMMER,7/18/2021 11:00:00 PM,7/18/2021 10:00:00 PM,1036.4761666,1173.4625235,1321.5492249,202.7654487,1094.0005617,780.1383823,991.7832898,6600.1755975
7/18/2021 11:00:00 PM,7/18/2021,OFF PEAK,SUMMER,7/19/2021 12:00:00 AM,7/18/2021 11:00:00 PM,953.3531569,1141.7855078,1249.0351808,177.8664791,1093.4167599,778.6880649,965.5232898,6359.6684392
7/19/2021 12:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 1:00:00 AM,7/19/2021 12:00:00 AM,904.7072107,1128.5271557,1203.5418667,146.6295443,1095.7730577,790.4911491,932.7323764,6202.4023606
7/19/2021 1:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 2:00:00 AM,7/19/2021 1:00:00 AM,878.1824648,1117.6349687,1187.9514578,141.2826305,1087.4098814,768.1315195,931.0095079,6111.6024306
7/19/2021 2:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 3:00:00 AM,7/19/2021 2:00:00 AM,869.6431281,1112.8417868,1173.7337872,164.7496177,1084.8968545,769.9645083,912.9141959,6088.7438785
7/19/2021 3:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 4:00:00 AM,7/19/2021 3:00:00 AM,885.1364783,1119.1794771,1192.7491455,147.5944756,1080.952248,756.8909621,904.2210038,6086.7237904
7/19/2021 4:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 5:00:00 AM,7/19/2021 4:00:00 AM,932.6860756,1093.0900404,1225.8587935,226.4952661,1091.9874643,757.0580449,911.2913251,6238.4670099
7/19/2021 5:00:00 AM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 6:00:00 AM,7/19/2021 5:00:00 AM,1028.4274845,1088.4010626,1305.6580414,175.8346573,1086.069339,820.5018456,926.7965406,6431.688971
7/19/2021 6:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 7:00:00 AM,7/19/2021 6:00:00 AM,1141.6410348,1154.4166521,1406.5393472,172.9460484,1121.2835324,790.0610777,959.9026411,6746.7903337
7/19/2021 7:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 8:00:00 AM,7/19/2021 7:00:00 AM,1228.1913941,1210.1134515,1493.1860248,187.1925759,1137.1720841,756.376751,988.497523,7000.7298044
7/19/2021 8:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 9:00:00 AM,7/19/2021 8:00:00 AM,1289.3893214,1261.2451894,1582.0183993,159.9160411,1140.5574663,735.8172999,1014.4127601,7183.3564775
7/19/2021 9:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 10:00:00 AM,7/19/2021 9:00:00 AM,1340.7854033,1270.2502825,1629.665213,131.7761825,1120.4531548,768.3959103,1013.1289914,7274.4551378
7/19/2021 10:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 11:00:00 AM,7/19/2021 10:00:00 AM,1392.4235565,1297.703538,1638.6206017,197.5712917,1124.0520599,778.7382397,1031.4828249,7460.5921124
7/19/2021 11:00:00 AM,7/19/2021,ON PEAK,SUMMER,7/19/2021 12:00:00 PM,7/19/2021 11:00:00 AM,1432.3078733,1301.0349632,1659.99885,206.7589779,1115.014657,782.1702425,1038.0707961,7535.35636
7/19/2021 12:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 1:00:00 PM,7/19/2021 12:00:00 PM,1472.538113,1296.288682,1689.2560679,236.397104,1129.9890294,785.9738608,1035.1692404,7645.6120975
7/19/2021 1:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 2:00:00 PM,7/19/2021 1:00:00 PM,1496.2440615,1285.7182714,1674.4438044,186.7815591,1138.5156751,786.1105976,1033.753571,7601.5675401
7/19/2021 2:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 3:00:00 PM,7/19/2021 2:00:00 PM,1508.1862916,1266.3574005,1687.6695224,179.3379679,1147.2361867,774.506636,1036.5469428,7599.8409479
7/19/2021 3:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 4:00:00 PM,7/19/2021 3:00:00 PM,1512.1790144,1230.5074406,1694.2241989,166.9426109,1142.4906934,726.6575678,1050.5648485,7523.5663745
7/19/2021 4:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 5:00:00 PM,7/19/2021 4:00:00 PM,1526.0822531,1230.0831123,1673.2744982,193.3583582,1152.6407355,734.065633,1058.7385337,7568.243124
7/19/2021 5:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 6:00:00 PM,7/19/2021 5:00:00 PM,1467.9737215,1247.1106163,1626.9970862,215.9581721,1165.3966417,736.1224241,1049.4439006,7509.0025625
7/19/2021 6:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 7:00:00 PM,7/19/2021 6:00:00 PM,1400.9385902,1266.9872712,1587.9551531,177.4905582,1166.4344925,766.1725895,1049.4283164,7415.4069711
7/19/2021 7:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 8:00:00 PM,7/19/2021 7:00:00 PM,1333.5129893,1250.4069528,1535.3964772,203.9336723,1179.4176706,764.5200502,1040.6878522,7307.8756646
7/19/2021 8:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 9:00:00 PM,7/19/2021 8:00:00 PM,1283.4047814,1243.1949598,1545.3857957,169.4821049,1187.5369008,777.8692348,1035.8979418,7242.7717192
7/19/2021 9:00:00 PM,7/19/2021,ON PEAK,SUMMER,7/19/2021 10:00:00 PM,7/19/2021 9:00:00 PM,1219.8018774,1233.7553847,1505.2956672,182.7780655,1176.8847495,794.5449269,1037.6306733,7150.6913445
7/19/2021 10:00:00 PM,7/19/2021,OFF PEAK,SUMMER,7/19/2021 11:00:00 PM,7/19/2021 10:00:00 PM,1114.6120327,1199.000131,1381.4296542,168.230998,1167.3249737,809.7693646,1001.7768395,6842.1439937
7/19/2021 11:00:00 PM,7/19/2021,OFF PEAK,SUMMER,7/20/2021 12:00:00 AM,7/19/2021 11:00:00 PM,1032.4345435,1170.0775064,1317.5822248,131.2277976,1143.8832334,794.6087069,969.4168644,6559.230877
7/20/2021 12:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 1:00:00 AM,7/20/2021 12:00:00 AM,979.5571166,1154.891331,1262.1189576,208.4910851,1146.4313474,784.2131771,951.068533,6486.7715478
7/20/2021 1:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 2:00:00 AM,7/20/2021 1:00:00 AM,944.1933086,1144.1692273,1240.0811077,169.7694436,1157.196763,773.9511436,941.1069543,6370.4679481
7/20/2021 2:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 3:00:00 AM,7/20/2021 2:00:00 AM,928.4518981,1131.6031567,1210.7396069,199.8265937,1156.5767282,774.2483993,941.9858929,6343.4322758
7/20/2021 3:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 4:00:00 AM,7/20/2021 3:00:00 AM,943.5563238,1125.8636388,1215.3816137,176.0498762,1148.4270258,772.378016,943.3219438,6324.9784381
7/20/2021 4:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 5:00:00 AM,7/20/2021 4:00:00 AM,994.9360662,1134.382333,1250.5454632,178.4677738,1141.2326202,773.6362613,952.0910025,6425.2915202
7/20/2021 5:00:00 AM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 6:00:00 AM,7/20/2021 5:00:00 AM,1095.7822089,1154.6795091,1303.0990878,173.8423017,1127.2899314,782.3637811,963.8683844,6600.9252044
7/20/2021 6:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 7:00:00 AM,7/20/2021 6:00:00 AM,1203.8754836,1193.3022891,1421.5781663,204.3890124,1139.8280955,788.2971556,990.8151231,6942.0853256
7/20/2021 7:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 8:00:00 AM,7/20/2021 7:00:00 AM,1279.9196401,1244.2222583,1522.8283891,142.6188393,1136.8172814,806.8803393,1012.5224402,7145.8091877
7/20/2021 8:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 9:00:00 AM,7/20/2021 8:00:00 AM,1328.6175272,1278.4198517,1560.1330417,178.0264055,1143.7226812,822.2098585,1032.7502429,7343.8796087
7/20/2021 9:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 10:00:00 AM,7/20/2021 9:00:00 AM,1356.9439179,1295.5245485,1630.0862588,175.763396,1114.4661797,826.60177,1011.8786809,7411.2647518
7/20/2021 10:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 11:00:00 AM,7/20/2021 10:00:00 AM,1392.0695656,1264.1027581,1645.2989435,224.5376168,1135.7614739,825.3012471,1003.5150267,7490.5866317
7/20/2021 11:00:00 AM,7/20/2021,ON PEAK,SUMMER,7/20/2021 12:00:00 PM,7/20/2021 11:00:00 AM,1408.1906235,1247.5434142,1660.9273089,189.8084403,1135.4288175,826.1562947,985.0544355,7453.1093346
7/20/2021 12:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 1:00:00 PM,7/20/2021 12:00:00 PM,1414.6940402,1242.7102632,1670.7473468,187.5784762,1154.2266869,832.3063637,980.3654713,7482.6286483
7/20/2021 1:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 2:00:00 PM,7/20/2021 1:00:00 PM,1429.9011814,1245.4327795,1659.6737214,197.3430804,1159.4361169,826.2158431,986.2070237,7504.2097464
7/20/2021 2:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 3:00:00 PM,7/20/2021 2:00:00 PM,1463.2345844,1245.7497522,1655.493647,208.4098569,1161.6032285,819.8774809,1024.8332203,7579.2017702
7/20/2021 3:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 4:00:00 PM,7/20/2021 3:00:00 PM,1494.5872913,1245.7319797,1670.0879894,172.5301839,1168.6917492,818.8415892,1037.7106399,7608.1814226
7/20/2021 4:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 5:00:00 PM,7/20/2021 4:00:00 PM,1515.2046478,1223.4271765,1641.1325236,182.9539663,1174.6442646,809.3401707,1053.9573577,7600.6601072
7/20/2021 5:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 6:00:00 PM,7/20/2021 5:00:00 PM,1454.3153687,1223.0478894,1568.8351935,170.8431948,1170.5684239,806.010191,1070.4756141,7464.0958754
7/20/2021 6:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 7:00:00 PM,7/20/2021 6:00:00 PM,1387.3245756,1218.9443533,1513.9675881,179.0471195,1180.6594651,786.5833472,1075.1418857,7341.6683345
7/20/2021 7:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 8:00:00 PM,7/20/2021 7:00:00 PM,1316.9938252,1210.549271,1482.3884961,162.0406715,1168.8786173,786.1017869,1055.3355027,7182.2881707
7/20/2021 8:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 9:00:00 PM,7/20/2021 8:00:00 PM,1262.5940131,1228.2946063,1502.2576897,170.0389657,1152.0822525,793.2000929,1049.0905439,7157.5581641
7/20/2021 9:00:00 PM,7/20/2021,ON PEAK,SUMMER,7/20/2021 10:00:00 PM,7/20/2021 9:00:00 PM,1204.1427518,1221.1019705,1465.068254,143.8046104,1150.4752572,798.6907892,1041.2190947,7024.5027278
7/20/2021 10:00:00 PM,7/20/2021,OFF PEAK,SUMMER,7/20/2021 11:00:00 PM,7/20/2021 10:00:00 PM,1100.2682971,1177.9339087,1351.204363,165.5338813,1132.6737451,798.8465255,998.4709856,6724.9317063
7/20/2021 11:00:00 PM,7/20/2021,OFF PEAK,SUMMER,7/21/2021 12:00:00 AM,7/20/2021 11:00:00 PM,1014.5763997,1154.8034382,1280.4911564,146.8087442,1119.0700974,795.3878667,967.1155222,6478.2532248
7/21/2021 12:00:00 AM,7/21/2021,OFF PEAK,SUMMER,7/21/2021 1:00:00 AM,7/21/2021 12:00:00 AM,961.2787859,1139.3446241,1244.8693019,142.265838,1116.3941477,794.1750557,958.1066935,6356.4344468
7/21/2021 1:00:00 AM,7/21/2021,OFF PEAK,SUMMER,7/21/2021 2:00:00 AM,7/21/2021 1:00:00 AM,926.4285189,1132.0787587,1188.9539454,165.8976415,1108.632563,784.9574502,938.5965143,6245.545392
7/21/2021 2:00:00 AM,7/21/2021,OFF PEAK,SUMMER,7/21/2021 3:00:00 AM,7/21/2021 2:00:00 AM,911.7758977,1128.356015,1175.3587484,133.9062505,1147.277579,775.5344768,923.8558426,6196.06481
7/21/2021 3:00:00 AM,7/21/2021,OFF PEAK,SUMMER,7/21/2021 4:00:00 AM,7/21/2021 3:00:00 AM,922.6535211,1130.7714023,1181.7135721,154.4983387,1159.1349974,776.8445108,917.8171263,6243.4334687
