date,atc_sk_export,atc_sk_import,atc_wecc_export,atc_wecc_import,bc,mt,sk,ttc_sk_export,ttc_sk_import,ttc_wecc_export,ttc_wecc_import,wecc,imported,exported,total_flow
2020-12-20 00:00:00,-153,153,-935,551,-50,199.552,0,-153,153,-1000,1110,149.552,199.552,-50.0,149.552
2020-12-20 01:00:00,-153,153,-935,551,0,199.616,0,-153,153,-1000,1110,199.616,199.616,0.0,199.616
2020-12-20 02:00:00,-153,153,-935,551,50,199.488,0,-153,153,-1000,1110,249.488,249.488,0.0,249.488
2020-12-20 03:00:00,-153,153,-935,551,50,199.552,0,-153,153,-1000,1110,249.552,249.552,0.0,249.552
2020-12-20 04:00:00,-153,153,-935,551,100,199.552,0,-153,153,-1000,1110,299.552,299.552,0.0,299.552
2020-12-20 05:00:00,-153,153,-935,551,100,199.552,0,-153,153,-1000,1110,299.552,299.552,0.0,299.552
2020-12-20 06:00:00,-153,153,-935,551,50,199.552,0,-153,153,-1000,1110,249.552,249.552,0.0,249.552
2020-12-20 07:00:00,-153,153,-935,914,100,199.488,0,-153,153,-1000,1110,299.488,299.488,0.0,299.488
2020-12-20 08:00:00,-153,153,-935,913,50,199.616,0,-153,153,-1000,1110,249.616,249.616,0.0,249.616
2020-12-20 09:00:00,-153,153,-935,891,150,199.424,0,-153,153,-1000,1110,349.424,349.424,0.0,349.424
2020-12-20 10:00:00,-153,153,-935,897,150,199.552,0,-153,153,-1000,1110,349.552,349.552,0.0,349.552
2020-12-20 11:00:00,-153,153,-935,867,150,224.488,0,-153,153,-1000,1110,374.488,374.488,0.0,374.488
2020-12-20 12:00:00,-153,153,-935,871,150,224.552,0,-153,153,-1000,1110,374.552,374.552,0.0,374.552
2020-12-20 13:00:00,-153,153,-935,895,50,224.424,0,-153,153,-1000,1110,274.424,274.424,0.0,274.424
2020-12-20 14:00:00,-153,153,-935,892,100,224.488,0,-153,153,-1000,1110,324.488,324.488,0.0,324.488
2020-12-20 15:00:00,-153,153,-935,891,100,224.424,0,-153,153,-1000,1110,324.424,324.424,0.0,324.424
2020-12-20 16:00:00,-153,153,-935,800,250,224.616,0,-153,153,-1000,1110,474.616,474.616,0.0,474.616
2020-12-20 17:00:00,-153,153,-935,800,250,224.424,0,-153,153,-1000,1110,474.424,474.424,0.0,474.424
2020-12-20 18:00:00,-153,153,-935,886,250,224.488,0,-153,153,-1000,1110,474.488,474.488,0.0,474.488
2020-12-20 19:00:00,-153,153,-935,885,150,224.488,0,-153,153,-1000,1110,374.488,374.488,0.0,374.488
2020-12-20 20:00:00,-153,153,-935,900,100,224.488,0,-153,153,-1000,1110,324.488,324.488,0.0,324.488
2020-12-20 21:00:00,-153,153,-935,900,50,175.552,0,-153,153,-1000,1110,225.552,225.552,0.0,225.552
2020-12-20 22:00:00,-153,153,-935,901,50,175.616,0,-153,153,-1000,1110,225.616,225.616,0.0,225.616
2020-12-20 23:00:00,-153,153,-935,551,50,175.616,0,-153,153,-1000,1110,225.616,225.616,0.0,225.616
2020-12-21 00:00:00,-153,153,-935,589,50,152.616,0,-153,153,-1000,1110,202.616,202.616,0.0,202.616
2020-12-21 01:00:00,-153,153,-935,589,50,152.68,0,-153,153,-1000,1110,202.68,202.68,0.0,202.68
2020-12-21 02:00:00,-153,153,-935,589,50,152.68,0,-153,153,-1000,1110,202.68,202.68,0.0,202.68
2020-12-21 03:00:00,-153,153,-935,589,50,124.68,0,-153,153,-1000,1110,174.68,174.68,0.0,174.68
2020-12-21 04:00:00,-153,153,-935,589,50,124.744,0,-153,153,-1000,1110,174.744,174.744,0.0,174.744
2020-12-21 05:00:00,-153,153,-935,575,50,99.744,40,-153,153,-1000,1110,149.744,189.744,0.0,189.744
2020-12-21 06:00:00,-153,153,-935,575,100,102.68,40,-153,153,-1000,1110,202.68,242.68,0.0,242.68
2020-12-21 07:00:00,-153,153,-935,905,200,177.68,40,-153,153,-1000,1110,377.68,417.68,0.0,417.68
2020-12-21 08:00:00,-153,153,-935,912,350,177.552,50,-153,153,-1000,1110,527.552,577.552,0.0,577.552
2020-12-21 09:00:00,-153,153,-935,879,500,102.68,50,-153,153,-1000,1110,602.68,652.6800000000001,0.0,652.68
2020-12-21 10:00:00,-153,153,-935,788,250,102.744,50,-153,153,-1000,1110,352.744,402.744,0.0,402.744
2020-12-21 11:00:00,-153,153,-935,794,250,102.808,40,-153,153,-1000,1110,352.808,392.808,0.0,392.808
2020-12-21 12:00:00,-153,153,-935,758,250,102.744,40,-153,153,-1000,1110,352.744,392.744,0.0,392.744
2020-12-21 13:00:00,-153,153,-935,758,250,102.744,40,-153,153,-1000,1110,352.744,392.744,0.0,392.744
2020-12-21 14:00:00,-153,153,-935,780,686,93.68,60,-153,153,-1000,1110,779.68,839.6800000000001,0.0,839.68
2020-12-21 15:00:00,-153,153,-935,722,635,86.744,60,-153,153,-1000,1110,721.744,781.744,0.0,781.744
2020-12-21 16:00:00,-153,153,-935,722,605,116.744,60,-153,153,-1000,1110,721.744,781.744,0.0,781.744
2020-12-21 17:00:00,-153,153,-935,742,622,119.744,60,-153,153,-1000,1110,741.744,801.744,0.0,801.744
2020-12-21 18:00:00,-153,153,-935,722,605,116.744,112,-153,153,-1000,1110,721.744,833.744,0.0,833.744
2020-12-21 19:00:00,-153,153,-935,740,475,144.68,92,-153,153,-1000,1110,619.68,711.6800000000001,0.0,711.68
2020-12-21 20:00:00,-153,153,-935,786,150,144.744,92,-153,153,-1000,1110,294.744,386.744,0.0,386.744
2020-12-21 21:00:00,-153,153,-935,786,100,102.68,40,-153,153,-1000,1110,202.68,242.68,0.0,242.68
2020-12-21 22:00:00,-153,153,-935,870,100,102.744,0,-153,153,-1000,1110,202.744,202.744,0.0,202.744
2020-12-21 23:00:00,-153,153,-935,575,50,102.744,0,-153,153,-1000,1110,152.744,152.744,0.0,152.744
2020-12-22 00:00:00,-153,153,-935,577,50,102.744,0,-153,153,-1000,1110,152.744,152.744,0.0,152.744
2020-12-22 01:00:00,0,0,-935,577,0,109.744,0,0,0,-1000,1110,109.744,109.744,0.0,109.744
2020-12-22 02:00:00,0,0,-935,593,0,109.68,0,0,0,-1000,1110,109.68,109.68,0.0,109.68
2020-12-22 03:00:00,0,0,-935,593,50,109.744,0,0,0,-1000,1110,159.744,159.744,0.0,159.744
2020-12-22 04:00:00,0,0,-935,577,50,109.68,0,0,0,-1000,1110,159.68,159.68,0.0,159.68
2020-12-22 05:00:00,0,0,-935,577,50,109.744,0,0,0,-1000,1110,159.744,159.744,0.0,159.744
2020-12-22 06:00:00,0,0,-935,577,150,109.808,0,0,0,-1000,1110,259.808,259.808,0.0,259.808
2020-12-22 07:00:00,0,0,-935,883,150,109.68,0,0,0,-1000,1110,259.68,259.68,0.0,259.68
2020-12-22 08:00:00,0,0,-935,883,150,109.68,0,0,0,-1000,1110,259.68,259.68,0.0,259.68
2020-12-22 09:00:00,0,0,-935,873,50,109.808,0,0,0,-1000,1110,159.808,159.808,0.0,159.808
2020-12-22 10:00:00,0,0,-935,876,75,109.616,0,0,0,-1000,1110,184.616,184.61599999999999,0.0,184.616
2020-12-22 11:00:00,0,0,-935,856,100,209.616,0,0,0,-1000,1110,309.616,309.616,0.0,309.616
2020-12-22 12:00:00,-153,153,-935,818,150,209.424,0,-153,153,-1000,1110,359.424,359.424,0.0,359.424
2020-12-22 13:00:00,0,0,-935,842,150,209.488,0,0,0,-1000,1110,359.488,359.488,0.0,359.488
2020-12-22 14:00:00,0,0,-935,841,150,209.424,0,0,0,-1000,1110,359.424,359.424,0.0,359.424
2020-12-22 15:00:00,0,0,-935,817,150,209.488,0,0,0,-1000,1110,359.488,359.488,0.0,359.488
2020-12-22 16:00:00,-153,153,-935,858,150,209.616,40,-153,153,-1000,1110,359.616,399.616,0.0,399.616
2020-12-22 17:00:00,-153,153,-935,815,250,209.552,60,-153,153,-1000,1110,459.552,519.552,0.0,519.552
2020-12-22 18:00:00,-153,153,-935,814,200,209.616,60,-153,153,-1000,1110,409.616,469.616,0.0,469.616
2020-12-22 19:00:00,-153,153,-935,747,150,209.488,60,-153,153,-1000,1110,359.488,419.488,0.0,419.488
2020-12-22 20:00:00,-153,153,-935,772,150,209.616,60,-153,153,-1000,1110,359.616,419.616,0.0,419.616
2020-12-22 21:00:00,-153,153,-935,833,50,209.616,60,-153,153,-1000,1110,259.616,319.616,0.0,319.616
2020-12-22 22:00:00,-153,153,-935,875,100,109.68,0,-153,153,-1000,1110,209.68,209.68,0.0,209.68
2020-12-22 23:00:00,-153,153,-935,577,100,109.68,50,-153,153,-1000,1110,209.68,259.68,0.0,259.68
2020-12-23 00:00:00,-153,153,-935,567,100,59.808,50,-153,153,-1000,1110,159.808,209.808,0.0,209.808
2020-12-23 01:00:00,-153,153,-935,567,50,59.808,50,-153,153,-1000,1110,109.808,159.808,0.0,159.808
2020-12-23 02:00:00,-153,153,-935,567,50,59.808,50,-153,153,-1000,1110,109.808,159.808,0.0,159.808
2020-12-23 03:00:00,-153,153,-935,567,50,59.744,50,-153,153,-1000,1110,109.744,159.744,0.0,159.744
2020-12-23 04:00:00,-153,153,-935,567,50,59.744,50,-153,153,-1000,1110,109.744,159.744,0.0,159.744
2020-12-23 05:00:00,-153,153,-935,564,50,59.808,50,-153,153,-1000,1110,109.808,159.808,0.0,159.808
2020-12-23 06:00:00,-153,153,-935,564,100,59.744,50,-153,153,-1000,1110,159.744,209.744,0.0,209.744
2020-12-23 07:00:00,-153,153,-935,750,150,59.744,50,-153,153,-1000,1110,209.744,259.744,0.0,259.744
2020-12-23 08:00:00,-153,153,-935,750,150,59.808,50,-153,153,-1000,1110,209.808,259.808,0.0,259.808
2020-12-23 09:00:00,-153,153,-935,830,100,59.808,0,-153,153,-1000,1110,159.808,159.808,0.0,159.808
2020-12-23 10:00:00,-153,153,-935,750,100,149.68,0,-153,153,-1000,1110,249.68,249.68,0.0,249.68
2020-12-23 11:00:00,-153,153,-935,750,100,209.552,0,-153,153,-1000,1110,309.552,309.552,0.0,309.552
2020-12-23 12:00:00,-153,153,-935,749,100,209.552,0,-153,153,-1000,1110,309.552,309.552,0.0,309.552
2020-12-23 13:00:00,-153,153,-935,749,100,209.488,0,-153,153,-1000,1110,309.488,309.488,0.0,309.488
2020-12-23 14:00:00,-153,153,-935,749,100,209.488,0,-153,153,-1000,1110,309.488,309.488,0.0,309.488
2020-12-23 15:00:00,-153,153,-935,750,100,209.552,0,-153,153,-1000,1110,309.552,309.552,0.0,309.552
2020-12-23 16:00:00,-153,153,-935,750,150,209.616,0,-153,153,-1000,1110,359.616,359.616,0.0,359.616
2020-12-23 17:00:00,-153,153,-935,634,150,209.488,0,-153,153,-1000,1110,359.488,359.488,0.0,359.488
2020-12-23 18:00:00,-153,153,-935,634,150,209.552,0,-153,153,-1000,1110,359.552,359.552,0.0,359.552
2020-12-23 19:00:00,-153,153,-935,750,150,209.488,0,-153,153,-1000,1110,359.488,359.488,0.0,359.488
2020-12-23 20:00:00,-153,153,-935,750,100,209.488,0,-153,153,-1000,1110,309.488,309.488,0.0,309.488
2020-12-23 21:00:00,-153,153,-935,874,100,209.488,0,-153,153,-1000,1110,309.488,309.488,0.0,309.488
2020-12-23 22:00:00,-153,153,-935,882,0,209.488,0,-153,153,-1000,1110,209.488,209.488,0.0,209.488
2020-12-23 23:00:00,-153,153,-935,567,0,209.552,0,-153,153,-1000,1110,209.552,209.552,0.0,209.552
2020-12-24 00:00:00,-153,153,-935,551,0,209.552,0,-153,153,-1000,1110,209.552,209.552,0.0,209.552
2020-12-24 01:00:00,-153,153,-935,551,0,199.552,0,-153,153,-1000,1110,199.552,199.552,0.0,199.552
2020-12-24 02:00:00,-153,153,-935,551,0,199.552,0,-153,153,-1000,1110,199.552,199.552,0.0,199.552
2020-12-24 03:00:00,-153,153,-935,551,0,199.488,0,-153,153,-1000,1110,199.488,199.488,0.0,199.488
2020-12-24 04:00:00,-153,153,-935,551,0,199.616,0,-153,153,-1000,1110,199.616,199.616,0.0,199.616
2020-12-24 05:00:00,-153,153,-935,551,0,199.552,0,-153,153,-1000,1110,199.552,199.552,0.0,199.552
2020-12-24 06:00:00,-153,153,-935,551,100,199.424,0,-153,153,-1000,1110,299.424,299.424,0.0,299.424
2020-12-24 07:00:00,-153,153,-935,598,100,199.552,0,-153,153,-1000,1110,299.552,299.552,0.0,299.552
2020-12-24 08:00:00,-153,153,-935,598,100,199.552,0,-153,153,-1000,1110,299.552,299.552,0.0,299.552
2020-12-24 09:00:00,-153,153,-935,598,100,199.488,0,-153,153,-1000,1110,299.488,299.488,0.0,299.488
2020-12-24 10:00:00,-153,153,-935,598,100,184.552,0,-153,153,-1000,1110,284.552,284.552,0.0,284.552
2020-12-24 11:00:00,-153,153,-935,598,100,184.616,0,-153,153,-1000,1110,284.616,284.616,0.0,284.616
2020-12-24 12:00:00,-153,153,-935,598,100,184.616,0,-153,153,-1000,1110,284.616,284.616,0.0,284.616
2020-12-24 13:00:00,-153,153,-935,598,100,184.616,0,-153,153,-1000,1110,284.616,284.616,0.0,284.616
2020-12-24 14:00:00,-153,153,-935,598,100,184.616,0,-153,153,-1000,1110,284.616,284.616,0.0,284.616
2020-12-24 15:00:00,-153,153,-935,598,100,194.552,0,-153,153,-1000,1110,294.552,294.552,0.0,294.552
2020-12-24 16:00:00,-153,153,-935,598,200,174.552,0,-153,153,-1000,1110,374.552,374.552,0.0,374.552
2020-12-24 17:00:00,-153,153,-935,598,150,149.744,0,-153,153,-1000,1110,299.744,299.744,0.0,299.744
2020-12-24 18:00:00,-153,153,-935,598,150,149.616,0,-153,153,-1000,1110,299.616,299.616,0.0,299.616
2020-12-24 19:00:00,-153,153,-935,598,100,149.744,0,-153,153,-1000,1110,249.744,249.744,0.0,249.744
2020-12-24 20:00:00,-153,153,-935,598,50,149.68,0,-153,153,-1000,1110,199.68,199.68,0.0,199.68
2020-12-24 21:00:00,-153,153,-935,598,0,149.68,0,-153,153,-1000,1110,149.68,149.68,0.0,149.68
2020-12-24 22:00:00,-153,153,-935,643,0,99.744,0,-153,153,-1000,1110,99.744,99.744,0.0,99.744
2020-12-24 23:00:00,-153,153,-935,551,0,99.744,0,-153,153,-1000,1110,99.744,99.744,0.0,99.744
2020-12-25 00:00:00,-153,153,-935,567,0,99.68,0,-153,153,-1000,1110,99.68,99.68,0.0,99.68
2020-12-25 01:00:00,-153,153,-935,539,0,99.744,0,-153,153,-1000,1110,99.744,99.744,0.0,99.744
2020-12-25 02:00:00,-153,153,-935,539,0,99.68,0,-153,153,-1000,1110,99.68,99.68,0.0,99.68
2020-12-25 03:00:00,-153,153,-935,567,0,99.808,0,-153,153,-1000,1110,99.808,99.808,0.0,99.808
2020-12-25 04:00:00,-153,153,-935,567,0,99.68,0,-153,153,-1000,1110,99.68,99.68,0.0,99.68
2020-12-25 05:00:00,-153,153,-935,567,0,99.744,0,-153,153,-1000,1110,99.744,99.744,0.0,99.744
2020-12-25 06:00:00,-153,153,-935,567,0,99.808,0,-153,153,-1000,1110,99.808,99.808,0.0,99.808
2020-12-25 07:00:00,-153,153,-935,892,50,99.744,0,-153,153,-1000,1110,149.744,149.744,0.0,149.744
2020-12-25 08:00:00,-153,153,-935,891,100,99.744,0,-153,153,-1000,1110,199.744,199.744,0.0,199.744
2020-12-25 09:00:00,-153,153,-935,891,100,59.808,0,-153,153,-1000,1110,159.808,159.808,0.0,159.808
2020-12-25 10:00:00,-153,153,-935,903,150,59.744,0,-153,153,-1000,1110,209.744,209.744,0.0,209.744
2020-12-25 11:00:00,-153,153,-935,928,150,59.744,50,-153,153,-1000,1110,209.744,259.744,0.0,259.744
2020-12-25 12:00:00,-153,153,-935,926,150,59.744,50,-153,153,-1000,1110,209.744,259.744,0.0,259.744
2020-12-25 13:00:00,-153,153,-935,926,150,59.808,50,-153,153,-1000,1110,209.808,259.808,0.0,259.808
2020-12-25 14:00:00,-153,153,-935,927,150,59.744,50,-153,153,-1000,1110,209.744,259.744,0.0,259.744
2020-12-25 15:00:00,-153,153,-935,928,150,59.744,50,-153,153,-1000,1110,209.744,259.744,0.0,259.744
2020-12-25 16:00:00,-153,153,-935,934,200,59.808,50,-153,153,-1000,1110,259.808,309.808,0.0,309.808
2020-12-25 17:00:00,-153,153,-935,928,550,59.744,50,-153,153,-1000,1110,609.744,659.744,0.0,659.744
2020-12-25 18:00:00,-153,153,-935,608,548,59.808,50,-153,153,-1000,1110,607.808,657.808,0.0,657.808
2020-12-25 19:00:00,-153,153,-935,921,100,59.808,50,-153,153,-1000,1110,159.808,209.808,0.0,209.808
2020-12-25 20:00:00,-153,153,-935,897,100,59.744,50,-153,153,-1000,1110,159.744,209.744,0.0,209.744
2020-12-25 21:00:00,-153,153,-935,886,0,59.808,0,-153,153,-1000,1110,59.808,59.808,0.0,59.808
2020-12-25 22:00:00,-153,153,-935,893,0,59.808,0,-153,153,-1000,1110,59.808,59.808,0.0,59.808
2020-12-25 23:00:00,-153,153,-935,567,0,59.744,0,-153,153,-1000,1110,59.744,59.744,0.0,59.744
2020-12-26 00:00:00,-153,153,-935,575,0,59.744,0,-153,153,-1000,1110,59.744,59.744,0.0,59.744
2020-12-26 01:00:00,-153,153,-935,575,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-26 02:00:00,-153,153,-935,575,100,84.744,0,-153,153,-1000,1110,184.744,184.744,0.0,184.744
2020-12-26 03:00:00,-153,153,-935,575,50,84.808,0,-153,153,-1000,1110,134.808,134.808,0.0,134.808
2020-12-26 04:00:00,-153,153,-935,575,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-26 05:00:00,-153,153,-935,575,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-26 06:00:00,-153,153,-935,566,175,84.808,0,-153,153,-1000,1110,259.808,259.808,0.0,259.808
2020-12-26 07:00:00,-153,153,-935,912,230,84.744,0,-153,153,-1000,1110,314.744,314.744,0.0,314.744
2020-12-26 08:00:00,-153,153,-935,912,400,84.744,50,-153,153,-1000,1110,484.744,534.744,0.0,534.744
2020-12-26 09:00:00,-153,153,-935,911,275,84.808,50,-153,153,-1000,1110,359.808,409.808,0.0,409.808
2020-12-26 10:00:00,-153,153,-935,922,275,84.744,50,-153,153,-1000,1110,359.744,409.744,0.0,409.744
2020-12-26 11:00:00,-153,153,-935,896,275,134.68,50,-153,153,-1000,1110,409.68,459.68,0.0,459.68
2020-12-26 12:00:00,-153,153,-935,886,275,134.68,50,-153,153,-1000,1110,409.68,459.68,0.0,459.68
2020-12-26 13:00:00,-153,153,-935,889,250,134.68,50,-153,153,-1000,1110,384.68,434.68,0.0,434.68
2020-12-26 14:00:00,-153,153,-935,893,250,134.68,50,-153,153,-1000,1110,384.68,434.68,0.0,434.68
2020-12-26 15:00:00,-153,153,-935,908,250,134.744,50,-153,153,-1000,1110,384.744,434.744,0.0,434.744
2020-12-26 16:00:00,-153,153,-935,917,400,294.36,50,-153,153,-1000,1110,694.36,744.36,0.0,744.36
2020-12-26 17:00:00,-153,153,-935,917,450,294.296,100,-153,153,-1000,1110,744.296,844.296,0.0,844.296
2020-12-26 18:00:00,-153,153,-935,911,450,124.68,100,-153,153,-1000,1110,574.68,674.6800000000001,0.0,674.68
2020-12-26 19:00:00,-153,153,-935,904,275,124.68,50,-153,153,-1000,1110,399.68,449.68,0.0,449.68
2020-12-26 20:00:00,-153,153,-935,887,175,124.808,50,-153,153,-1000,1110,299.808,349.808,0.0,349.808
2020-12-26 21:00:00,-153,153,-935,879,100,84.744,0,-153,153,-1000,1110,184.744,184.744,0.0,184.744
2020-12-26 22:00:00,-153,153,-935,891,100,84.68,0,-153,153,-1000,1110,184.68,184.68,0.0,184.68
2020-12-26 23:00:00,-153,153,-935,566,100,84.808,0,-153,153,-1000,1110,184.808,184.808,0.0,184.808
2020-12-27 00:00:00,-153,153,-935,579,100,84.808,0,-153,153,-1000,1110,184.808,184.808,0.0,184.808
2020-12-27 01:00:00,-153,153,-935,579,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-27 02:00:00,-153,153,-935,579,50,84.808,0,-153,153,-1000,1110,134.808,134.808,0.0,134.808
2020-12-27 03:00:00,-153,153,-935,579,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-27 04:00:00,-153,153,-935,579,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-27 05:00:00,-153,153,-935,579,50,84.808,0,-153,153,-1000,1110,134.808,134.808,0.0,134.808
2020-12-27 06:00:00,-153,153,-935,568,125,84.744,0,-153,153,-1000,1110,209.744,209.744,0.0,209.744
2020-12-27 07:00:00,-153,153,-935,857,200,84.744,0,-153,153,-1000,1110,284.744,284.744,0.0,284.744
2020-12-27 08:00:00,-153,153,-935,856,100,84.808,50,-153,153,-1000,1110,184.808,234.808,0.0,234.808
2020-12-27 09:00:00,-153,153,-935,844,100,84.744,50,-153,153,-1000,1110,184.744,234.744,0.0,234.744
2020-12-27 10:00:00,-153,153,-935,852,150,34.808,50,-153,153,-1000,1110,184.808,234.808,0.0,234.808
2020-12-27 11:00:00,-153,153,-935,852,200,34.744,50,-153,153,-1000,1110,234.744,284.744,0.0,284.744
2020-12-27 12:00:00,-153,153,-935,878,200,34.872,50,-153,153,-1000,1110,234.872,284.872,0.0,284.872
2020-12-27 13:00:00,-153,153,-935,896,200,34.68,50,-153,153,-1000,1110,234.68,284.68,0.0,284.68
2020-12-27 14:00:00,-153,153,-935,897,200,34.872,50,-153,153,-1000,1110,234.872,284.872,0.0,284.872
2020-12-27 15:00:00,-153,153,-935,897,200,34.68,50,-153,153,-1000,1110,234.68,284.68,0.0,284.68
2020-12-27 16:00:00,-153,153,-935,917,200,34.872,50,-153,153,-1000,1110,234.872,284.872,0.0,284.872
2020-12-27 17:00:00,-153,153,-935,896,450,34.808,50,-153,153,-1000,1110,484.808,534.808,0.0,534.808
2020-12-27 18:00:00,-153,153,-935,922,600,149.616,50,-153,153,-1000,1110,749.616,799.616,0.0,799.616
2020-12-27 19:00:00,-153,153,-935,802,250,149.744,50,-153,153,-1000,1110,399.744,449.744,0.0,449.744
2020-12-27 20:00:00,-153,153,-935,861,100,34.744,50,-153,153,-1000,1110,134.744,184.744,0.0,184.744
2020-12-27 21:00:00,-153,153,-935,735,100,34.808,0,-153,153,-1000,1110,134.808,134.808,0.0,134.808
2020-12-27 22:00:00,-153,153,-935,728,50,34.744,0,-153,153,-1000,1110,84.744,84.744,0.0,84.744
2020-12-27 23:00:00,-153,153,-935,568,0,34.808,0,-153,153,-1000,1110,34.808,34.808,0.0,34.808
2020-12-28 00:00:00,-153,153,-935,563,0,34.744,0,-153,153,-1000,1110,34.744,34.744,0.0,34.744
2020-12-28 01:00:00,-153,153,-935,563,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-28 02:00:00,-153,153,-935,563,0,84.744,0,-153,153,-1000,1110,84.744,84.744,0.0,84.744
2020-12-28 03:00:00,-153,153,-935,563,50,84.744,0,-153,153,-1000,1110,134.744,134.744,0.0,134.744
2020-12-28 04:00:00,-153,153,-935,563,75,84.744,0,-153,153,-1000,1110,159.744,159.744,0.0,159.744
2020-12-28 05:00:00,-153,153,-935,563,75,84.744,0,-153,153,-1000,1110,159.744,159.744,0.0,159.744
2020-12-28 06:00:00,-153,153,-935,563,100,84.744,0,-153,153,-1000,1110,184.744,184.744,0.0,184.744
2020-12-28 07:00:00,-153,153,-935,930,100,84.808,0,-153,153,-1000,1110,184.808,184.808,0.0,184.808
2020-12-28 08:00:00,-153,153,-935,933,100,84.744,50,-153,153,-1000,1110,184.744,234.744,0.0,234.744
2020-12-28 09:00:00,-153,153,-935,934,100,84.744,50,-153,153,-1000,1110,184.744,234.744,0.0,234.744
2020-12-28 10:00:00,-153,153,-935,939,150,84.68,50,-153,153,-1000,1110,234.68,284.68,0.0,284.68
2020-12-28 11:00:00,-153,153,-935,936,100,84.808,50,-153,153,-1000,1110,184.808,234.808,0.0,234.808
2020-12-28 12:00:00,-153,153,-935,936,150,84.808,50,-153,153,-1000,1110,234.808,284.808,0.0,284.808
2020-12-28 13:00:00,-153,153,-935,919,150,84.68,50,-153,153,-1000,1110,234.68,284.68,0.0,284.68
2020-12-28 14:00:00,-153,153,-935,916,150,84.744,50,-153,153,-1000,1110,234.744,284.744,0.0,284.744
2020-12-28 15:00:00,-153,153,-935,918,150,84.808,50,-153,153,-1000,1110,234.808,284.808,0.0,284.808
2020-12-28 16:00:00,-153,153,-935,867,250,84.68,50,-153,153,-1000,1110,334.68,384.68,0.0,384.68
2020-12-28 17:00:00,-153,153,-935,858,300,84.808,50,-153,153,-1000,1110,384.808,434.808,0.0,434.808
2020-12-28 18:00:00,-153,153,-935,646,200,84.744,50,-153,153,-1000,1110,284.744,334.744,0.0,334.744
2020-12-28 19:00:00,-153,153,-935,858,200,84.744,50,-153,153,-1000,1110,284.744,334.744,0.0,334.744
2020-12-28 20:00:00,-153,153,-935,879,100,84.744,50,-153,153,-1000,1110,184.744,234.744,0.0,234.744
2020-12-28 21:00:00,-153,153,-935,877,132,52.744,0,-153,153,-1000,1110,184.744,184.744,0.0,184.744
2020-12-28 22:00:00,-153,153,-935,856,82,52.808,0,-153,153,-1000,1110,134.808,134.808,0.0,134.808
2020-12-28 23:00:00,-153,153,-935,563,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-29 00:00:00,-153,153,-935,586,0,84.744,0,-153,153,-1000,1110,84.744,84.744,0.0,84.744
2020-12-29 01:00:00,-153,153,-935,586,0,84.744,0,-153,153,-1000,1110,84.744,84.744,0.0,84.744
2020-12-29 02:00:00,-153,153,-935,586,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-29 03:00:00,-153,153,-935,659,0,84.744,0,-153,153,-1000,1110,84.744,84.744,0.0,84.744
2020-12-29 04:00:00,-153,153,-935,586,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-29 05:00:00,-153,153,-935,586,0,84.808,0,-153,153,-1000,1110,84.808,84.808,0.0,84.808
2020-12-29 06:00:00,-153,153,-935,586,100,84.744,0,-153,153,-1000,1110,184.744,184.744,0.0,184.744
2020-12-29 07:00:00,-153,153,-935,900,150,84.744,0,-153,153,-1000,1110,234.744,234.744,0.0,234.744
2020-12-29 08:00:00,-153,153,-935,922,75,19.744,50,-153,153,-1000,1110,94.744,144.744,0.0,144.744
2020-12-29 09:00:00,-153,153,-935,939,0,49.808,50,-153,153,-1000,1110,49.808,99.80799999999999,0.0,99.80799999999999
2020-12-29 10:00:00,-153,153,-935,945,-25,99.744,50,-153,153,-1000,1110,74.744,149.744,-25.0,124.744
2020-12-29 11:00:00,-153,153,-935,946,50,99.68,50,-153,153,-1000,1110,149.68,199.68,0.0,199.68
2020-12-29 12:00:00,-153,153,-935,920,50,99.744,50,-153,153,-1000,1110,149.744,199.744,0.0,199.744
2020-12-29 13:00:00,-153,153,-935,920,50,99.68,50,-153,153,-1000,1110,149.68,199.68,0.0,199.68
2020-12-29 14:00:00,-153,153,-935,920,50,99.68,50,-153,153,-1000,1110,149.68,199.68,0.0,199.68
2020-12-29 15:00:00,-153,153,-935,910,50,99.744,50,-153,153,-1000,1110,149.744,199.744,0.0,199.744
2020-12-29 16:00:00,-153,153,-935,919,200,99.68,50,-153,153,-1000,1110,299.68,349.68,0.0,349.68
2020-12-29 17:00:00,-153,153,-935,876,200,99.744,50,-153,153,-1000,1110,299.744,349.744,0.0,349.744
2020-12-29 18:00:00,-153,153,-935,629,200,99.744,50,-153,153,-1000,1110,299.744,349.744,0.0,349.744
