date,ail,gas_price,price,peak_or_not,season
2021-01-01 00:00:00,9655,2.4633,29.92,OFF PEAK,WINTER
2021-01-01 01:00:00,9513,2.4633,27.48,OFF PEAK,WINTER
2021-01-01 02:00:00,9437,2.4633,28.62,OFF PEAK,WINTER
2021-01-01 03:00:00,9376,2.4633,33.55,OFF PEAK,WINTER
2021-01-01 04:00:00,9356,2.4633,35.36,OFF PEAK,WINTER
2021-01-01 05:00:00,9403,2.4633,38.18,OFF PEAK,WINTER
2021-01-01 06:00:00,9503,2.4633,46.5,OFF PEAK,WINTER
2021-01-01 07:00:00,9627,2.4633,33.79,ON PEAK,WINTER
2021-01-01 08:00:00,9775,2.4633,33.01,ON PEAK,WINTER
2021-01-01 09:00:00,9867,2.4633,33.56,ON PEAK,WINTER
2021-01-01 10:00:00,9992,2.4633,42.19,ON PEAK,WINTER
2021-01-01 11:00:00,10127,2.4633,40.18,ON PEAK,WINTER
2021-01-01 12:00:00,10167,2.4633,40.43,ON PEAK,WINTER
2021-01-01 13:00:00,10147,2.4633,40.18,ON PEAK,WINTER
2021-01-01 14:00:00,10132,2.4633,40.44,ON PEAK,WINTER
2021-01-01 15:00:00,10219,2.4633,40.18,ON PEAK,WINTER
2021-01-01 16:00:00,10512,2.4633,55.61,ON PEAK,WINTER
2021-01-01 17:00:00,10787,2.4633,96.09,ON PEAK,WINTER
2021-01-01 18:00:00,10679,2.4633,48.91,ON PEAK,WINTER
2021-01-01 19:00:00,10428,2.4633,34.16,ON PEAK,WINTER
2021-01-01 20:00:00,10295,2.4633,32.56,ON PEAK,WINTER
2021-01-01 21:00:00,10113,2.4633,42.64,ON PEAK,WINTER
2021-01-01 22:00:00,9891,2.4633,41.45,ON PEAK,WINTER
2021-01-01 23:00:00,9646,2.4633,35.36,OFF PEAK,WINTER
2021-01-02 00:00:00,9491,2.49,31.51,OFF PEAK,WINTER
2021-01-02 01:00:00,9378,2.49,27.17,OFF PEAK,WINTER
2021-01-02 02:00:00,9317,2.49,26.1,OFF PEAK,WINTER
2021-01-02 03:00:00,9281,2.49,26.04,OFF PEAK,WINTER
2021-01-02 04:00:00,9328,2.49,25.97,OFF PEAK,WINTER
2021-01-02 05:00:00,9356,2.49,25.6,OFF PEAK,WINTER
2021-01-02 06:00:00,9434,2.49,25.13,OFF PEAK,WINTER
2021-01-02 07:00:00,9629,2.49,25.68,ON PEAK,WINTER
2021-01-02 08:00:00,9814,2.49,26.9,ON PEAK,WINTER
2021-01-02 09:00:00,9935,2.49,27.3,ON PEAK,WINTER
2021-01-02 10:00:00,10055,2.49,32.07,ON PEAK,WINTER
2021-01-02 11:00:00,10123,2.49,32.1,ON PEAK,WINTER
2021-01-02 12:00:00,10171,2.49,33.01,ON PEAK,WINTER
2021-01-02 13:00:00,10137,2.49,28.8,ON PEAK,WINTER
2021-01-02 14:00:00,10075,2.49,34.4,ON PEAK,WINTER
2021-01-02 15:00:00,10131,2.49,34.96,ON PEAK,WINTER
2021-01-02 16:00:00,10416,2.49,38.18,ON PEAK,WINTER
2021-01-02 17:00:00,10721,2.49,41.12,ON PEAK,WINTER
2021-01-02 18:00:00,10537,2.49,39.31,ON PEAK,WINTER
2021-01-02 19:00:00,10365,2.49,31.2,ON PEAK,WINTER
2021-01-02 20:00:00,10224,2.49,32.25,ON PEAK,WINTER
2021-01-02 21:00:00,10029,2.49,32.97,ON PEAK,WINTER
2021-01-02 22:00:00,9845,2.49,29.26,ON PEAK,WINTER
2021-01-02 23:00:00,9637,2.49,30.42,OFF PEAK,WINTER
2021-01-03 00:00:00,9467,2.53,27.03,OFF PEAK,WINTER
2021-01-03 01:00:00,9345,2.53,31.4,OFF PEAK,WINTER
2021-01-03 02:00:00,9261,2.53,28.4,OFF PEAK,WINTER
2021-01-03 03:00:00,9197,2.53,28.8,OFF PEAK,WINTER
2021-01-03 04:00:00,9202,2.53,29.26,OFF PEAK,WINTER
2021-01-03 05:00:00,9247,2.53,31.72,OFF PEAK,WINTER
2021-01-03 06:00:00,9337,2.53,32.24,OFF PEAK,WINTER
2021-01-03 07:00:00,9547,2.53,34.1,ON PEAK,WINTER
2021-01-03 08:00:00,9763,2.53,39.68,ON PEAK,WINTER
2021-01-03 09:00:00,9862,2.53,39.87,ON PEAK,WINTER
2021-01-03 10:00:00,10010,2.53,46.35,ON PEAK,WINTER
2021-01-03 11:00:00,10095,2.53,42.78,ON PEAK,WINTER
2021-01-03 12:00:00,10173,2.53,33.32,ON PEAK,WINTER
2021-01-03 13:00:00,10122,2.53,25.99,ON PEAK,WINTER
2021-01-03 14:00:00,10069,2.53,25.07,ON PEAK,WINTER
2021-01-03 15:00:00,10146,2.53,25.72,ON PEAK,WINTER
2021-01-03 16:00:00,10525,2.53,39.44,ON PEAK,WINTER
2021-01-03 17:00:00,10907,2.53,53.4,ON PEAK,WINTER
2021-01-03 18:00:00,10770,2.53,51.56,ON PEAK,WINTER
2021-01-03 19:00:00,10627,2.53,42.1,ON PEAK,WINTER
2021-01-03 20:00:00,10437,2.53,43.27,ON PEAK,WINTER
2021-01-03 21:00:00,10217,2.53,35.36,ON PEAK,WINTER
2021-01-03 22:00:00,9987,2.53,36.42,ON PEAK,WINTER
2021-01-03 23:00:00,9731,2.53,33.52,OFF PEAK,WINTER
2021-01-04 00:00:00,9559,2.5,33.03,OFF PEAK,WINTER
2021-01-04 01:00:00,9514,2.5,32.78,OFF PEAK,WINTER
2021-01-04 02:00:00,9448,2.5,32.96,OFF PEAK,WINTER
2021-01-04 03:00:00,9409,2.5,33.01,OFF PEAK,WINTER
2021-01-04 04:00:00,9455,2.5,36.55,OFF PEAK,WINTER
2021-01-04 05:00:00,9574,2.5,40.47,OFF PEAK,WINTER
2021-01-04 06:00:00,9869,2.5,49.66,OFF PEAK,WINTER
2021-01-04 07:00:00,10292,2.5,89.73,ON PEAK,WINTER
2021-01-04 08:00:00,10473,2.5,184.21,ON PEAK,WINTER
2021-01-04 09:00:00,10464,2.5,165.01,ON PEAK,WINTER
2021-01-04 10:00:00,10506,2.5,78.6,ON PEAK,WINTER
2021-01-04 11:00:00,10654,2.5,88.23,ON PEAK,WINTER
2021-01-04 12:00:00,10648,2.5,142.25,ON PEAK,WINTER
2021-01-04 13:00:00,10655,2.5,75.16,ON PEAK,WINTER
2021-01-04 14:00:00,10670,2.5,91.21,ON PEAK,WINTER
2021-01-04 15:00:00,10640,2.5,112.02,ON PEAK,WINTER
2021-01-04 16:00:00,10811,2.5,138.83,ON PEAK,WINTER
2021-01-04 17:00:00,10957,2.5,173.08,ON PEAK,WINTER
2021-01-04 18:00:00,10768,2.5,95.12,ON PEAK,WINTER
2021-01-04 19:00:00,10687,2.5,54.04,ON PEAK,WINTER
2021-01-04 20:00:00,10530,2.5,51.58,ON PEAK,WINTER
2021-01-04 21:00:00,10361,2.5,44.82,ON PEAK,WINTER
2021-01-04 22:00:00,10111,2.5,44.15,ON PEAK,WINTER
2021-01-04 23:00:00,9867,2.5,39.78,OFF PEAK,WINTER
2021-01-05 00:00:00,9677,2.525,37.83,OFF PEAK,WINTER
2021-01-05 01:00:00,9615,2.525,34.04,OFF PEAK,WINTER
2021-01-05 02:00:00,9557,2.525,33.31,OFF PEAK,WINTER
2021-01-05 03:00:00,9550,2.525,29.17,OFF PEAK,WINTER
2021-01-05 04:00:00,9552,2.525,34.68,OFF PEAK,WINTER
2021-01-05 05:00:00,9641,2.525,36.48,OFF PEAK,WINTER
2021-01-05 06:00:00,9920,2.525,43.31,OFF PEAK,WINTER
2021-01-05 07:00:00,10353,2.525,48.73,ON PEAK,WINTER
2021-01-05 08:00:00,10658,2.525,48.41,ON PEAK,WINTER
2021-01-05 09:00:00,10647,2.525,42.1,ON PEAK,WINTER
2021-01-05 10:00:00,10655,2.525,41.88,ON PEAK,WINTER
2021-01-05 11:00:00,10661,2.525,41.96,ON PEAK,WINTER
2021-01-05 12:00:00,10626,2.525,48.21,ON PEAK,WINTER
2021-01-05 13:00:00,10537,2.525,42.66,ON PEAK,WINTER
2021-01-05 14:00:00,10522,2.525,42.11,ON PEAK,WINTER
2021-01-05 15:00:00,10611,2.525,42.42,ON PEAK,WINTER
2021-01-05 16:00:00,10876,2.525,45.65,ON PEAK,WINTER
2021-01-05 17:00:00,11055,2.525,45.74,ON PEAK,WINTER
2021-01-05 18:00:00,10890,2.525,36.04,ON PEAK,WINTER
2021-01-05 19:00:00,10692,2.525,28.77,ON PEAK,WINTER
2021-01-05 20:00:00,10545,2.525,29.03,ON PEAK,WINTER
2021-01-05 21:00:00,10338,2.525,34.54,ON PEAK,WINTER
2021-01-05 22:00:00,10026,2.525,36.51,ON PEAK,WINTER
2021-01-05 23:00:00,9766,2.525,36.27,OFF PEAK,WINTER
2021-01-06 00:00:00,9597,2.55,33.77,OFF PEAK,WINTER
2021-01-06 01:00:00,9492,2.55,28.44,OFF PEAK,WINTER
2021-01-06 02:00:00,9417,2.55,28.75,OFF PEAK,WINTER
2021-01-06 03:00:00,9389,2.55,28.26,OFF PEAK,WINTER
2021-01-06 04:00:00,9392,2.55,35.2,OFF PEAK,WINTER
2021-01-06 05:00:00,9516,2.55,35.54,OFF PEAK,WINTER
2021-01-06 06:00:00,9837,2.55,45.48,OFF PEAK,WINTER
2021-01-06 07:00:00,10247,2.55,45.22,ON PEAK,WINTER
2021-01-06 08:00:00,10517,2.55,46.68,ON PEAK,WINTER
2021-01-06 09:00:00,10541,2.55,35.01,ON PEAK,WINTER
2021-01-06 10:00:00,10564,2.55,40.59,ON PEAK,WINTER
2021-01-06 11:00:00,10561,2.55,42.45,ON PEAK,WINTER
2021-01-06 12:00:00,10529,2.55,43.31,ON PEAK,WINTER
2021-01-06 13:00:00,10415,2.55,40.06,ON PEAK,WINTER
2021-01-06 14:00:00,10395,2.55,41.05,ON PEAK,WINTER
2021-01-06 15:00:00,10395,2.55,36.55,ON PEAK,WINTER
2021-01-06 16:00:00,10645,2.55,41.22,ON PEAK,WINTER
2021-01-06 17:00:00,10909,2.55,45.26,ON PEAK,WINTER
2021-01-06 18:00:00,10721,2.55,39.01,ON PEAK,WINTER
2021-01-06 19:00:00,10530,2.55,37.95,ON PEAK,WINTER
2021-01-06 20:00:00,10321,2.55,31.1,ON PEAK,WINTER
2021-01-06 21:00:00,10098,2.55,30.47,ON PEAK,WINTER
2021-01-06 22:00:00,9843,2.55,34.77,ON PEAK,WINTER
2021-01-06 23:00:00,9577,2.55,39.9,OFF PEAK,WINTER
2021-01-07 00:00:00,9411,2.56,43.67,OFF PEAK,WINTER
2021-01-07 01:00:00,9344,2.56,42.78,OFF PEAK,WINTER
2021-01-07 02:00:00,9303,2.56,39.98,OFF PEAK,WINTER
2021-01-07 03:00:00,9272,2.56,39.64,OFF PEAK,WINTER
2021-01-07 04:00:00,9325,2.56,40.81,OFF PEAK,WINTER
2021-01-07 05:00:00,9532,2.56,41.0,OFF PEAK,WINTER
2021-01-07 06:00:00,9869,2.56,43.3,OFF PEAK,WINTER
2021-01-07 07:00:00,10312,2.56,43.16,ON PEAK,WINTER
2021-01-07 08:00:00,10570,2.56,47.2,ON PEAK,WINTER
2021-01-07 09:00:00,10605,2.56,51.28,ON PEAK,WINTER
2021-01-07 10:00:00,10610,2.56,52.41,ON PEAK,WINTER
2021-01-07 11:00:00,10593,2.56,85.2,ON PEAK,WINTER
2021-01-07 12:00:00,10508,2.56,103.57,ON PEAK,WINTER
2021-01-07 13:00:00,10482,2.56,71.07,ON PEAK,WINTER
2021-01-07 14:00:00,10494,2.56,83.37,ON PEAK,WINTER
2021-01-07 15:00:00,10370,2.56,429.26,ON PEAK,WINTER
2021-01-07 16:00:00,10488,2.56,357.59,ON PEAK,WINTER
2021-01-07 17:00:00,10744,2.56,442.81,ON PEAK,WINTER
2021-01-07 18:00:00,10647,2.56,97.98,ON PEAK,WINTER
2021-01-07 19:00:00,10645,2.56,53.02,ON PEAK,WINTER
2021-01-07 20:00:00,10475,2.56,44.45,ON PEAK,WINTER
2021-01-07 21:00:00,10270,2.56,44.11,ON PEAK,WINTER
2021-01-07 22:00:00,10004,2.56,40.01,ON PEAK,WINTER
2021-01-07 23:00:00,9801,2.56,41.96,OFF PEAK,WINTER
2021-01-08 00:00:00,9628,2.58,40.83,OFF PEAK,WINTER
2021-01-08 01:00:00,9545,2.58,39.06,OFF PEAK,WINTER
2021-01-08 02:00:00,9501,2.58,37.58,OFF PEAK,WINTER
2021-01-08 03:00:00,9509,2.58,35.32,OFF PEAK,WINTER
2021-01-08 04:00:00,9537,2.58,30.0,OFF PEAK,WINTER
2021-01-08 05:00:00,9673,2.58,34.99,OFF PEAK,WINTER
2021-01-08 06:00:00,10035,2.58,35.65,OFF PEAK,WINTER
2021-01-08 07:00:00,10543,2.58,36.85,ON PEAK,WINTER
2021-01-08 08:00:00,10840,2.58,38.93,ON PEAK,WINTER
2021-01-08 09:00:00,10864,2.58,38.55,ON PEAK,WINTER
2021-01-08 10:00:00,10861,2.58,38.8,ON PEAK,WINTER
2021-01-08 11:00:00,10816,2.58,38.92,ON PEAK,WINTER
2021-01-08 12:00:00,10751,2.58,39.38,ON PEAK,WINTER
2021-01-08 13:00:00,10618,2.58,39.47,ON PEAK,WINTER
2021-01-08 14:00:00,10541,2.58,40.18,ON PEAK,WINTER
2021-01-08 15:00:00,10545,2.58,39.96,ON PEAK,WINTER
2021-01-08 16:00:00,10714,2.58,39.35,ON PEAK,WINTER
2021-01-08 17:00:00,11023,2.58,39.87,ON PEAK,WINTER
2021-01-08 18:00:00,10944,2.58,35.84,ON PEAK,WINTER
2021-01-08 19:00:00,10834,2.58,33.22,ON PEAK,WINTER
2021-01-08 20:00:00,10637,2.58,31.55,ON PEAK,WINTER
2021-01-08 21:00:00,10412,2.58,35.23,ON PEAK,WINTER
2021-01-08 22:00:00,10249,2.58,35.36,ON PEAK,WINTER
2021-01-08 23:00:00,10014,2.58,35.9,OFF PEAK,WINTER
2021-01-09 00:00:00,9833,2.5,38.11,OFF PEAK,WINTER
2021-01-09 01:00:00,9715,2.5,37.98,OFF PEAK,WINTER
2021-01-09 02:00:00,9637,2.5,37.95,OFF PEAK,WINTER
2021-01-09 03:00:00,9581,2.5,38.05,OFF PEAK,WINTER
2021-01-09 04:00:00,9604,2.5,38.38,OFF PEAK,WINTER
2021-01-09 05:00:00,9658,2.5,38.18,OFF PEAK,WINTER
2021-01-09 06:00:00,9786,2.5,39.56,OFF PEAK,WINTER
2021-01-09 07:00:00,9980,2.5,38.62,ON PEAK,WINTER
2021-01-09 08:00:00,10155,2.5,39.79,ON PEAK,WINTER
2021-01-09 09:00:00,10268,2.5,38.39,ON PEAK,WINTER
2021-01-09 10:00:00,10320,2.5,35.85,ON PEAK,WINTER
2021-01-09 11:00:00,10342,2.5,40.65,ON PEAK,WINTER
2021-01-09 12:00:00,10296,2.5,40.35,ON PEAK,WINTER
2021-01-09 13:00:00,10220,2.5,35.39,ON PEAK,WINTER
2021-01-09 14:00:00,10122,2.5,39.42,ON PEAK,WINTER
2021-01-09 15:00:00,10172,2.5,35.66,ON PEAK,WINTER
2021-01-09 16:00:00,10459,2.5,43.81,ON PEAK,WINTER
2021-01-09 17:00:00,10822,2.5,51.1,ON PEAK,WINTER
2021-01-09 18:00:00,10670,2.5,39.94,ON PEAK,WINTER
2021-01-09 19:00:00,10520,2.5,37.03,ON PEAK,WINTER
2021-01-09 20:00:00,10384,2.5,28.12,ON PEAK,WINTER
2021-01-09 21:00:00,10218,2.5,36.7,ON PEAK,WINTER
2021-01-09 22:00:00,9981,2.5,32.44,ON PEAK,WINTER
2021-01-09 23:00:00,9769,2.5,37.45,OFF PEAK,WINTER
2021-01-10 00:00:00,9620,2.455,37.8,OFF PEAK,WINTER
2021-01-10 01:00:00,9549,2.455,37.29,OFF PEAK,WINTER
2021-01-10 02:00:00,9461,2.455,32.06,OFF PEAK,WINTER
2021-01-10 03:00:00,9427,2.455,36.9,OFF PEAK,WINTER
2021-01-10 04:00:00,9446,2.455,37.09,OFF PEAK,WINTER
2021-01-10 05:00:00,9508,2.455,37.12,OFF PEAK,WINTER
2021-01-10 06:00:00,9595,2.455,37.15,OFF PEAK,WINTER
2021-01-10 07:00:00,9745,2.455,26.08,ON PEAK,WINTER
2021-01-10 08:00:00,9889,2.455,30.0,ON PEAK,WINTER
2021-01-10 09:00:00,9988,2.455,36.94,ON PEAK,WINTER
2021-01-10 10:00:00,10127,2.455,39.09,ON PEAK,WINTER
2021-01-10 11:00:00,10237,2.455,38.89,ON PEAK,WINTER
2021-01-10 12:00:00,10241,2.455,39.74,ON PEAK,WINTER
2021-01-10 13:00:00,10221,2.455,39.1,ON PEAK,WINTER
2021-01-10 14:00:00,10175,2.455,39.98,ON PEAK,WINTER
2021-01-10 15:00:00,10259,2.455,42.01,ON PEAK,WINTER
2021-01-10 16:00:00,10546,2.455,47.56,ON PEAK,WINTER
2021-01-10 17:00:00,10908,2.455,75.82,ON PEAK,WINTER
2021-01-10 18:00:00,10818,2.455,54.67,ON PEAK,WINTER
2021-01-10 19:00:00,10680,2.455,40.62,ON PEAK,WINTER
2021-01-10 20:00:00,10502,2.455,39.46,ON PEAK,WINTER
2021-01-10 21:00:00,10269,2.455,40.28,ON PEAK,WINTER
2021-01-10 22:00:00,9963,2.455,39.91,ON PEAK,WINTER
2021-01-10 23:00:00,9662,2.455,39.26,OFF PEAK,WINTER
2021-01-11 00:00:00,9499,2.65,37.92,OFF PEAK,WINTER
2021-01-11 01:00:00,9428,2.65,38.24,OFF PEAK,WINTER
2021-01-11 02:00:00,9350,2.65,36.54,OFF PEAK,WINTER
2021-01-11 03:00:00,9268,2.65,35.12,OFF PEAK,WINTER
2021-01-11 04:00:00,9318,2.65,31.7,OFF PEAK,WINTER
2021-01-11 05:00:00,9503,2.65,37.38,OFF PEAK,WINTER
2021-01-11 06:00:00,9884,2.65,39.83,OFF PEAK,WINTER
2021-01-11 07:00:00,10396,2.65,40.63,ON PEAK,WINTER
2021-01-11 08:00:00,10614,2.65,44.02,ON PEAK,WINTER
2021-01-11 09:00:00,10565,2.65,40.55,ON PEAK,WINTER
2021-01-11 10:00:00,10601,2.65,46.64,ON PEAK,WINTER
2021-01-11 11:00:00,10570,2.65,40.57,ON PEAK,WINTER
2021-01-11 12:00:00,10555,2.65,39.66,ON PEAK,WINTER
2021-01-11 13:00:00,10493,2.65,36.55,ON PEAK,WINTER
2021-01-11 14:00:00,10466,2.65,34.15,ON PEAK,WINTER
2021-01-11 15:00:00,10506,2.65,33.53,ON PEAK,WINTER
2021-01-11 16:00:00,10704,2.65,39.46,ON PEAK,WINTER
2021-01-11 17:00:00,10940,2.65,39.91,ON PEAK,WINTER
2021-01-11 18:00:00,10720,2.65,39.66,ON PEAK,WINTER
2021-01-11 19:00:00,10556,2.65,39.63,ON PEAK,WINTER
2021-01-11 20:00:00,10402,2.65,30.2,ON PEAK,WINTER
2021-01-11 21:00:00,10168,2.65,35.59,ON PEAK,WINTER
2021-01-11 22:00:00,9835,2.65,35.67,ON PEAK,WINTER
2021-01-11 23:00:00,9588,2.65,36.51,OFF PEAK,WINTER
2021-01-12 00:00:00,9400,2.77,34.47,OFF PEAK,WINTER
2021-01-12 01:00:00,9263,2.77,27.57,OFF PEAK,WINTER
2021-01-12 02:00:00,9156,2.77,34.48,OFF PEAK,WINTER
2021-01-12 03:00:00,9124,2.77,39.6,OFF PEAK,WINTER
2021-01-12 04:00:00,9158,2.77,39.9,OFF PEAK,WINTER
2021-01-12 05:00:00,9292,2.77,40.08,OFF PEAK,WINTER
2021-01-12 06:00:00,9725,2.77,56.23,OFF PEAK,WINTER
2021-01-12 07:00:00,10242,2.77,126.59,ON PEAK,WINTER
2021-01-12 08:00:00,10529,2.77,66.91,ON PEAK,WINTER
2021-01-12 09:00:00,10553,2.77,74.75,ON PEAK,WINTER
2021-01-12 10:00:00,10606,2.77,40.43,ON PEAK,WINTER
2021-01-12 11:00:00,10653,2.77,39.85,ON PEAK,WINTER
2021-01-12 12:00:00,10585,2.77,39.69,ON PEAK,WINTER
2021-01-12 13:00:00,10522,2.77,40.46,ON PEAK,WINTER
2021-01-12 14:00:00,10446,2.77,40.48,ON PEAK,WINTER
2021-01-12 15:00:00,10476,2.77,41.7,ON PEAK,WINTER
2021-01-12 16:00:00,10662,2.77,41.08,ON PEAK,WINTER
2021-01-12 17:00:00,10892,2.77,46.16,ON PEAK,WINTER
2021-01-12 18:00:00,10706,2.77,41.82,ON PEAK,WINTER
2021-01-12 19:00:00,10595,2.77,43.01,ON PEAK,WINTER
2021-01-12 20:00:00,10405,2.77,39.91,ON PEAK,WINTER
2021-01-12 21:00:00,10181,2.77,39.82,ON PEAK,WINTER
2021-01-12 22:00:00,9901,2.77,39.76,ON PEAK,WINTER
2021-01-12 23:00:00,9626,2.77,39.8,OFF PEAK,WINTER
2021-01-13 00:00:00,9476,2.785,39.89,OFF PEAK,WINTER
2021-01-13 01:00:00,9326,2.785,38.61,OFF PEAK,WINTER
2021-01-13 02:00:00,9308,2.785,34.94,OFF PEAK,WINTER
2021-01-13 03:00:00,9296,2.785,30.85,OFF PEAK,WINTER
2021-01-13 04:00:00,9334,2.785,31.71,OFF PEAK,WINTER
2021-01-13 05:00:00,9494,2.785,33.42,OFF PEAK,WINTER
2021-01-13 06:00:00,9812,2.785,39.37,OFF PEAK,WINTER
2021-01-13 07:00:00,10338,2.785,38.76,ON PEAK,WINTER
2021-01-13 08:00:00,10620,2.785,45.18,ON PEAK,WINTER
2021-01-13 09:00:00,10627,2.785,44.64,ON PEAK,WINTER
2021-01-13 10:00:00,10673,2.785,60.1,ON PEAK,WINTER
2021-01-13 11:00:00,10712,2.785,47.95,ON PEAK,WINTER
2021-01-13 12:00:00,10747,2.785,71.6,ON PEAK,WINTER
2021-01-13 13:00:00,10741,2.785,51.66,ON PEAK,WINTER
2021-01-13 14:00:00,10673,2.785,45.0,ON PEAK,WINTER
2021-01-13 15:00:00,10746,2.785,46.46,ON PEAK,WINTER
2021-01-13 16:00:00,10872,2.785,46.46,ON PEAK,WINTER
2021-01-13 17:00:00,10970,2.785,40.72,ON PEAK,WINTER
2021-01-13 18:00:00,10783,2.785,38.03,ON PEAK,WINTER
2021-01-13 19:00:00,10589,2.785,37.91,ON PEAK,WINTER
2021-01-13 20:00:00,10414,2.785,39.38,ON PEAK,WINTER
2021-01-13 21:00:00,10188,2.785,35.01,ON PEAK,WINTER
2021-01-13 22:00:00,9878,2.785,28.22,ON PEAK,WINTER
2021-01-13 23:00:00,9627,2.785,28.16,OFF PEAK,WINTER
2021-01-14 00:00:00,9475,2.7,27.37,OFF PEAK,WINTER
2021-01-14 01:00:00,9378,2.7,27.76,OFF PEAK,WINTER
2021-01-14 02:00:00,9327,2.7,27.68,OFF PEAK,WINTER
2021-01-14 03:00:00,9325,2.7,27.02,OFF PEAK,WINTER
2021-01-14 04:00:00,9368,2.7,26.35,OFF PEAK,WINTER
2021-01-14 05:00:00,9553,2.7,26.33,OFF PEAK,WINTER
2021-01-14 06:00:00,9888,2.7,27.88,OFF PEAK,WINTER
2021-01-14 07:00:00,10363,2.7,28.38,ON PEAK,WINTER
2021-01-14 08:00:00,10608,2.7,38.66,ON PEAK,WINTER
2021-01-14 09:00:00,10567,2.7,40.02,ON PEAK,WINTER
2021-01-14 10:00:00,10564,2.7,40.09,ON PEAK,WINTER
2021-01-14 11:00:00,10532,2.7,39.26,ON PEAK,WINTER
2021-01-14 12:00:00,10472,2.7,40.01,ON PEAK,WINTER
2021-01-14 13:00:00,10407,2.7,40.02,ON PEAK,WINTER
2021-01-14 14:00:00,10379,2.7,39.5,ON PEAK,WINTER
2021-01-14 15:00:00,10418,2.7,64.11,ON PEAK,WINTER
2021-01-14 16:00:00,10654,2.7,121.25,ON PEAK,WINTER
2021-01-14 17:00:00,10866,2.7,156.41,ON PEAK,WINTER
2021-01-14 18:00:00,10780,2.7,61.27,ON PEAK,WINTER
2021-01-14 19:00:00,10759,2.7,41.4,ON PEAK,WINTER
2021-01-14 20:00:00,10634,2.7,49.1,ON PEAK,WINTER
2021-01-14 21:00:00,10388,2.7,41.94,ON PEAK,WINTER
2021-01-14 22:00:00,10081,2.7,39.55,ON PEAK,WINTER
2021-01-14 23:00:00,9828,2.7,39.68,OFF PEAK,WINTER
2021-01-15 00:00:00,9638,2.75,39.74,OFF PEAK,WINTER
2021-01-15 01:00:00,9547,2.75,32.04,OFF PEAK,WINTER
2021-01-15 02:00:00,9459,2.75,26.94,OFF PEAK,WINTER
2021-01-15 03:00:00,9432,2.75,26.84,OFF PEAK,WINTER
2021-01-15 04:00:00,9459,2.75,26.75,OFF PEAK,WINTER
2021-01-15 05:00:00,9582,2.75,29.13,OFF PEAK,WINTER
2021-01-15 06:00:00,9893,2.75,39.75,OFF PEAK,WINTER
2021-01-15 07:00:00,10315,2.75,40.07,ON PEAK,WINTER
2021-01-15 08:00:00,10590,2.75,44.33,ON PEAK,WINTER
2021-01-15 09:00:00,10619,2.75,40.16,ON PEAK,WINTER
2021-01-15 10:00:00,10671,2.75,40.17,ON PEAK,WINTER
2021-01-15 11:00:00,10594,2.75,40.16,ON PEAK,WINTER
2021-01-15 12:00:00,10575,2.75,40.06,ON PEAK,WINTER
2021-01-15 13:00:00,10522,2.75,40.16,ON PEAK,WINTER
2021-01-15 14:00:00,10428,2.75,42.02,ON PEAK,WINTER
2021-01-15 15:00:00,10389,2.75,45.0,ON PEAK,WINTER
2021-01-15 16:00:00,10561,2.75,47.19,ON PEAK,WINTER
2021-01-15 17:00:00,10831,2.75,54.64,ON PEAK,WINTER
2021-01-15 18:00:00,10695,2.75,41.89,ON PEAK,WINTER
2021-01-15 19:00:00,10472,2.75,39.87,ON PEAK,WINTER
2021-01-15 20:00:00,10314,2.75,35.41,ON PEAK,WINTER
2021-01-15 21:00:00,10157,2.75,35.32,ON PEAK,WINTER
2021-01-15 22:00:00,9935,2.75,36.17,ON PEAK,WINTER
2021-01-15 23:00:00,9595,2.75,35.46,OFF PEAK,WINTER
2021-01-16 00:00:00,9352,2.735,27.14,OFF PEAK,WINTER
2021-01-16 01:00:00,9216,2.735,25.35,OFF PEAK,WINTER
2021-01-16 02:00:00,9173,2.735,25.09,OFF PEAK,WINTER
2021-01-16 03:00:00,9176,2.735,25.76,OFF PEAK,WINTER
2021-01-16 04:00:00,9167,2.735,31.51,OFF PEAK,WINTER
2021-01-16 05:00:00,9235,2.735,29.89,OFF PEAK,WINTER
2021-01-16 06:00:00,9348,2.735,36.04,OFF PEAK,WINTER
2021-01-16 07:00:00,9553,2.735,25.74,ON PEAK,WINTER
2021-01-16 08:00:00,9775,2.735,26.56,ON PEAK,WINTER
2021-01-16 09:00:00,9833,2.735,30.0,ON PEAK,WINTER
2021-01-16 10:00:00,9908,2.735,27.45,ON PEAK,WINTER
2021-01-16 11:00:00,9995,2.735,38.3,ON PEAK,WINTER
2021-01-16 12:00:00,10011,2.735,40.04,ON PEAK,WINTER
2021-01-16 13:00:00,9974,2.735,40.05,ON PEAK,WINTER
2021-01-16 14:00:00,9955,2.735,46.12,ON PEAK,WINTER
2021-01-16 15:00:00,10030,2.735,46.07,ON PEAK,WINTER
2021-01-16 16:00:00,10187,2.735,102.58,ON PEAK,WINTER
2021-01-16 17:00:00,10587,2.735,58.25,ON PEAK,WINTER
2021-01-16 18:00:00,10498,2.735,43.7,ON PEAK,WINTER
2021-01-16 19:00:00,10336,2.735,39.87,ON PEAK,WINTER
2021-01-16 20:00:00,10164,2.735,39.4,ON PEAK,WINTER
2021-01-16 21:00:00,9996,2.735,39.2,ON PEAK,WINTER
2021-01-16 22:00:00,9740,2.735,34.13,ON PEAK,WINTER
2021-01-16 23:00:00,9525,2.735,39.33,OFF PEAK,WINTER
