date,northwest,fossil_fuel_ratio,gas_tng,relative_gas_reserve,gas_supply_mix,system_marginal_price_avg,system_marginal_price_sum,gas_cost,gas_tng_ratio,load_on_gas_reserve,wind_supply_mix,wind_tng,rolling_std,hydro_tng,renewable_energy_ratio,rolling_mean,rolling_min,wind_reserve_margin,gas_reserve_margin,other_reserve_margin,exp_moving_avg,renewable_energy_penetration,rolling_max,rolling_median,hydro_reserve_margin,calgary,demand_supply_ratio,weekly_profile,system_load,total_reserve_margin
2022-01-01 23:00:00,925.8213,0.8079343,6835.729,0.7470918,0.6486915,56.865715,398.06,27112.592,0.6486915,0.15729716,0.1206619,1271.5012,10.351338,119.03398,0.13193126,54.675415,39.58,0.32330963,0.12987159,-0.4850785,55.607372,0.0013193125,83.49,54.14,0.8101531,1111.6693,0.78392786,1,7169.034,0.17383619
2022-01-02 00:00:00,937.4983,0.790075,6509.205,0.91047907,0.6282745,45.74,274.44,25733.72,0.6282745,0.21658532,0.13737082,1423.2233,10.14581,118.75297,0.14880764,53.97125,39.58,0.24457364,0.17069624,-0.48214206,54.979954,0.0014880765,83.49,53.65,0.80999523,1053.6199,0.7721747,1,7011.0137,0.18747959
2022-01-02 01:00:00,938.71027,0.78050953,6125.4756,1.024387,0.612632,32.445,64.89,24894.227,0.612632,0.2968697,0.14466222,1446.423,10.909309,116.05382,0.15624015,52.757084,32.45,0.23469687,0.22481959,-0.47767544,52.944695,0.0015624015,83.49,52.925,0.8143139,1011.4596,0.76252925,1,6973.0723,0.21946743
2022-01-02 02:00:00,939.2406,0.7821357,6132.5337,1.0127684,0.6142259,34.016,170.08,24785.246,0.6142259,0.29464057,0.14250468,1422.7903,11.555512,120.601364,0.15455168,51.790833,32.45,0.24720089,0.22254895,-0.4758251,51.204323,0.0015455169,83.49,51.82,0.80703783,986.1245,0.75804937,1,6873.135,0.21974319
2022-01-02 03:00:00,942.24725,0.7902052,6263.861,0.96030897,0.6232701,38.282,382.82,25100.932,0.6232701,0.27082738,0.13515556,1358.3125,11.81578,117.81563,0.14684609,51.489582,32.45,0.28131616,0.20690547,-0.47872,50.065712,0.0014684608,83.49,51.82,0.8126938,971.8834,0.7557377,1,6819.452,0.21545717
2022-01-02 04:00:00,941.831,0.78320515,6243.9185,0.99417526,0.6172634,35.69,71.38,24894.973,0.6172634,0.27506357,0.14280808,1444.573,12.147015,117.330574,0.15437783,50.603333,32.45,0.23567568,0.20862886,-0.4706992,48.840935,0.0015437782,83.49,51.02,0.8134649,975.37274,0.75730354,1,6829.649,0.20985119
2022-01-02 05:00:00,956.6475,0.78158903,6270.2188,0.996778,0.6167148,38.655,154.62,25119.137,0.6167148,0.26212567,0.14452869,1469.4419,12.210968,118.29037,0.15613201,49.862915,32.45,0.21378179,0.20155117,-0.48213303,48.10014,0.0015613202,83.49,49.81,0.811939,998.5077,0.7682831,1,6919.0557,0.20220266
2022-01-02 06:00:00,960.01483,0.79316616,6445.427,0.91338146,0.6294039,45.225,180.9,25942.316,0.6294039,0.22635391,0.13211717,1352.9491,12.206255,135.71826,0.1453389,49.574585,32.45,0.27611068,0.17965806,-0.46162227,47.957363,0.0014533888,83.49,48.195,0.7842317,1042.4336,0.77721995,1,7046.0615,0.19669552
2022-01-02 07:00:00,977.6235,0.8007259,6628.8203,0.8338481,0.63892823,46.76,187.04,26839.893,0.63892823,0.1864846,0.12620702,1309.3861,12.099085,132.10597,0.13890952,49.785416,32.45,0.29904386,0.15362354,-0.43932477,47.81403,0.0013890952,83.49,48.195,0.7886304,1093.3939,0.79399276,4,7251.996,0.18423444
2022-01-02 08:00:00,988.0067,0.7974597,6768.608,0.84136236,0.63909966,48.44,48.44,27328.31,0.63909966,0.1760296,0.13205491,1398.5736,11.956041,119.07177,0.1433573,50.09875,32.45,0.2520997,0.14591698,-0.44721043,47.867523,0.0014335731,83.49,48.59,0.80948514,1137.6309,0.8022321,4,7379.7173,0.17342943
2022-01-02 09:00:00,979.4436,0.77923274,6659.4585,0.9538541,0.6223898,42.79,171.16,26867.523,0.6223898,0.18960038,0.15023556,1607.4934,11.85184,124.675575,0.16571294,50.230835,32.45,0.14449526,0.15531982,-0.46357098,47.43258,0.0016571294,83.49,48.59,0.8005191,1166.8643,0.8119083,4,7447.097,0.16283394
2022-01-02 10:00:00,979.9281,0.77045023,6527.2847,1.042458,0.6129256,39.41,236.46,26798.088,0.6129256,0.2169743,0.15623635,1663.822,11.946664,150.49265,0.18080308,50.12583,32.45,0.11451727,0.17636788,-0.46387017,46.687313,0.0018080308,83.49,48.59,0.7576608,1204.7742,0.8199407,4,7563.741,0.16918463
2022-01-02 11:00:00,991.1969,0.7832588,6840.38,0.9093129,0.6290277,48.002,240.01,27829.191,0.6290277,0.16078725,0.14624573,1590.3535,11.954766,138.99594,0.17594233,49.980415,32.45,0.15361708,0.13587923,-0.6881889,46.77004,0.0017594233,83.49,48.055,0.776174,1229.8615,0.8318342,4,7637.712,0.14943068
2022-01-02 12:00:00,969.55817,0.791206,6887.873,0.86293775,0.6361232,47.376667,142.13,28055.781,0.6361232,0.15986037,0.13854279,1500.1263,11.959203,143.13785,0.16680175,49.864166,32.45,0.20163578,0.13534105,-0.54580766,46.880695,0.0016680175,83.49,47.88,0.76950425,1240.2583,0.8255723,4,7599.6504,0.15683757
2022-01-02 13:00:00,943.52045,0.8068508,6975.7466,0.74301875,0.65095323,49.6,248.0,28688.188,0.65095323,0.14243405,0.119932525,1285.2212,11.921519,158.82211,0.15086332,49.645832,32.45,0.3160079,0.1234297,-0.43883306,47.06687,0.0015086333,83.49,47.88,0.7442478,1233.8015,0.82437164,4,7542.804,0.16611923
2022-01-02 14:00:00,950.46735,0.8029887,7008.213,0.74553674,0.6480012,51.84667,155.54,28657.826,0.6480012,0.13496885,0.1254401,1356.6504,11.916446,148.62431,0.1504048,49.623333,32.45,0.2779934,0.11713113,-0.43660507,47.472416,0.0015040479,83.49,47.88,0.76066935,1222.3151,0.82854027,4,7586.9473,0.1571098
2022-01-02 15:00:00,988.12524,0.78634113,6992.7183,0.87492514,0.6342085,49.93,99.86,28345.973,0.6342085,0.15193596,0.14226122,1568.5577,11.881099,161.74,0.15943259,49.439583,32.45,0.16831508,0.12895888,-0.43789083,47.642273,0.0015943259,83.49,47.88,0.741216,1248.3256,0.8308073,4,7696.765,0.1473942
2022-01-02 16:00:00,948.8355,0.79369056,7346.1953,0.70963174,0.64626366,56.5875,679.05,29737.02,0.64626366,0.09789773,0.13500501,1534.6265,11.730836,172.87546,0.15021947,49.295418,32.45,0.18974318,0.086975455,-0.44436714,48.617226,0.0015021947,83.49,47.88,0.7233993,1336.1957,0.8538016,4,7996.2153,0.12256421
2022-01-02 17:00:00,957.7655,0.8064419,7741.7983,0.39247644,0.6630177,73.88167,443.29,31307.803,0.6630177,0.041749287,0.12274433,1433.2375,10.338167,175.05574,0.13772164,48.772915,32.45,0.24327481,0.039002176,-0.45547143,50.459362,0.0013772165,70.95,47.88,0.7199108,1426.476,0.875511,4,8251.304,0.09937457
2022-01-02 18:00:00,950.7358,0.8452158,8213.679,-0.1732359,0.70197225,144.10364,1585.14,32890.266,0.70197225,-0.01741371,0.08434899,986.9556,23.103413,163.00398,0.098272234,52.175835,32.45,0.48054966,-0.017047826,-0.51027524,58.766533,0.0009827223,151.42,47.88,0.7336536,1406.6434,0.8678533,4,8051.3267,0.09840817
2022-01-02 19:00:00,950.25757,0.85381997,8133.542,-0.03888971,0.7078493,100.62,301.86,32897.668,0.7078493,-0.004620859,0.07282747,836.824,24.709082,177.11412,0.08823365,53.453335,32.45,0.5595663,-0.004513052,-0.5389897,61.900345,0.00088233646,151.42,47.88,0.7105978,1371.5706,0.8594507,4,8024.802,0.116047464
2022-01-02 20:00:00,974.2515,0.8684413,8193.419,-0.084278114,0.72102463,104.225,208.45,33303.03,0.72102463,-0.010794889,0.058647595,666.4465,27.084854,164.70775,0.07313447,55.617085,32.45,0.6492387,-0.010659785,-0.52666545,65.65646,0.0007313447,151.42,47.88,0.7308697,1336.2006,0.85348606,4,7945.6377,0.12648344
2022-01-02 21:00:00,968.19446,0.86950946,7971.9976,0.096791655,0.71844673,77.636,388.18,32822.324,0.71844673,0.014449022,0.059266932,657.6352,27.383833,133.78766,0.07131489,56.857082,32.45,0.6538762,0.014098753,-0.4845833,66.61749,0.0007131489,151.42,48.265,0.7813927,1289.6271,0.84554976,4,7828.11,0.14566083
2022-01-02 22:00:00,958.18646,0.881495,7990.8135,0.086779825,0.72875965,92.53,832.77,32611.354,0.72875965,0.014055719,0.04465537,489.64392,28.660263,148.74074,0.05821127,59.082916,32.45,0.74229264,0.013601597,-0.50881594,69.34874,0.0005821127,151.42,48.59,0.75695956,1219.4232,0.8272706,4,7577.2925,0.15673687
2022-01-02 23:00:00,931.442,0.8827768,7730.8066,0.19761178,0.7255105,87.754,438.77,31651.062,0.7255105,0.036300965,0.043163188,459.93304,29.361694,125.427704,0.054925054,60.542915,32.45,0.75793,0.03449398,-0.53128856,71.08782,0.0005492506,151.42,48.59,0.79505277,1144.4452,0.81237894,1,7378.5234,0.17455427
2022-01-03 00:00:00,938.7554,0.88792986,7593.0176,0.2561622,0.7274088,70.37,140.74,30904.188,0.7274088,0.051715873,0.035826147,373.9693,29.31638,134.54701,0.04867154,61.446667,32.45,0.80255055,0.048494026,-0.5196967,71.034294,0.0004867154,151.42,48.775,0.7801519,1086.0526,0.79892826,2,7167.7856,0.18930985
2022-01-03 01:00:00,933.27246,0.89179766,7484.343,0.30848897,0.7286745,70.25,70.25,30672.066,0.7286745,0.067144305,0.031966496,328.33347,28.699728,120.86495,0.04368524,63.021667,33.48,0.8266455,0.0624649,-0.5239574,70.970566,0.0004368524,151.42,49.315,0.80250823,1050.2521,0.7913658,2,7045.113,0.20248666
2022-01-03 02:00:00,917.4096,0.8950965,7419.0107,0.3416229,0.73009616,68.29,273.16,30538.928,0.73009616,0.07830093,0.03112467,316.27924,28.011103,106.98687,0.041603867,64.45625,36.12,0.8330099,0.072391786,-0.53872544,70.72218,0.00041603867,151.42,50.73,0.8251848,1036.0323,0.78548163,2,7045.8076,0.21190554
2022-01-03 03:00:00,917.3168,0.8954537,7418.27,0.34250373,0.73057085,68.94334,413.66,30706.63,0.73057085,0.07851088,0.025941258,263.40945,27.458988,159.89981,0.041468594,65.70208,36.12,0.86092424,0.072948,-0.54545367,70.52179,0.00041468593,151.42,55.685,0.74042237,1034.043,0.78879243,2,7032.6255,0.21298455
2022-01-03 04:00:00,936.02167,0.9039373,7581.415,0.2550838,0.7404919,71.355,142.71,31270.418,0.7404919,0.055680312,0.021183154,216.88054,26.736786,103.86333,0.03108933,67.14125,38.62,0.8854907,0.052678388,-0.5188625,70.53298,0.0003108933,151.42,63.67,0.8313907,1051.2673,0.7924514,2,7116.6445,0.20651405
2022-01-03 05:00:00,937.1224,0.9036562,7657.7744,0.2160376,0.7415574,72.32,216.96,31646.178,0.7415574,0.045053836,0.020445414,211.13184,26.131004,122.690994,0.032174427,68.45959,38.62,0.88852596,0.04313702,-0.5122953,70.65004,0.00032174427,151.42,68.08,0.8008263,1095.8827,0.80082154,2,7219.39,0.19967368
2022-01-03 06:00:00,946.5045,0.9043278,7733.333,0.17615452,0.7433957,74.25,74.25,32415.428,0.7433957,0.034867473,0.01921519,199.89014,25.725965,132.73778,0.031935204,69.61792,38.62,0.8944614,0.034178447,-0.5143021,70.941,0.00031935205,151.42,69.25,0.7845166,1171.3065,0.81800574,2,7430.5713,0.19402538
2022-01-03 07:00:00,957.3766,0.9037435,7717.68,0.19500877,0.74263805,62.074,310.37,33342.39,0.74263805,0.037818834,0.016484246,171.30841,25.273796,164.66158,0.032295596,70.371666,38.62,0.90955204,0.03805555,-0.54823655,70.411156,0.00032295598,151.42,69.25,0.72917503,1255.3868,0.84193,5,7756.8735,0.1951479
2022-01-03 08:00:00,970.41864,0.9064038,7955.384,0.04494024,0.7487808,84.66,338.64,34446.965,0.7487808,0.0076272087,0.015660305,166.38211,24.888199,163.96748,0.031205337,71.64667,38.62,0.9118739,0.007933162,-0.5420483,71.10747,0.00031205337,151.42,70.34,0.73031664,1326.4982,0.8633545,5,7982.659,0.17652692
2022-01-03 09:00:00,959.52026,0.9151865,8304.184,-0.22907688,0.761626,171.76,343.52,35390.195,0.761626,-0.033280607,0.012204311,133.0664,31.310944,124.62763,0.025085853,76.97958,38.62,0.9297061,-0.035563454,-0.55531853,79.141846,0.00025085852,170.74,70.545,0.79502034,1371.4009,0.87169755,5,8009.273,0.15524681
2022-01-03 10:00:00,939.6331,0.9130363,8396.768,-0.3225623,0.7612304,203.342,1016.71,35821.387,0.7612304,-0.043554395,0.011896888,131.22885,41.5116,155.49767,0.028519137,84.455414,47.67,0.93104106,-0.047109026,-0.5886449,90.33544,0.00028519137,218.04,70.805,0.74424726,1424.1279,0.88209337,5,8178.6865,0.14604628
2022-01-03 11:00:00,902.74817,0.91121465,8325.64,-0.25630242,0.7585942,149.815,599.26,35913.51,0.7585942,-0.03549311,0.015185162,166.65852,42.728268,137.70714,0.03245242,88.667915,48.09,0.91242325,-0.03849816,-0.5735279,95.041824,0.00032452418,218.04,71.465,0.773508,1463.9387,0.8875726,5,8256.876,0.150206
2022-01-03 12:00:00,890.6603,0.9078103,8359.288,-0.17698626,0.7562608,175.10333,525.31,36021.68,0.7562608,-0.025142124,0.017237986,190.53914,45.392914,157.57788,0.038582675,94.02333,49.11,0.8998743,-0.02693962,-0.5789773,101.608665,0.00038582674,218.04,73.115,0.74082583,1484.7605,0.8845682,5,8289.2,0.15221305
2022-01-03 13:00:00,883.77454,0.90588254,8333.332,-0.14845078,0.75434697,186.47,186.47,35995.945,0.75434697,-0.021264136,0.019728282,217.93996,48.06468,149.35883,0.03998532,99.746666,49.52,0.8854756,-0.022745747,-0.5892606,108.4364,0.00039985322,218.04,75.83,0.75434405,1493.7701,0.88563544,5,8297.817,0.1532208
2022-01-03 14:00:00,881.92804,0.89833933,8254.926,-0.11801648,0.7468277,173.63,520.89,35519.934,0.7468277,-0.016967142,0.029846039,329.8978,49.361668,122.777954,0.04443377,104.92125,49.52,0.8297741,-0.017995482,-0.5799659,113.88037,0.0004443377,218.04,78.225,0.79806256,1500.9686,0.8829934,5,8317.035,0.1524828
2022-01-03 15:00:00,890.11633,0.876372,8075.8423,-0.08236699,0.7259098,143.67,287.34,34695.94,0.7259098,-0.01081334,0.049339227,548.9054,48.193157,158.35878,0.06498097,108.355835,59.43,0.7147061,-0.011376629,-0.5637501,115.33293,0.00064980966,218.04,84.865,0.74124384,1516.6727,0.89657575,5,8385.763,0.13812122
2022-01-03 16:00:00,880.7945,0.8592344,8087.09,-0.09739152,0.7117726,128.54666,385.64,34640.492,0.7117726,-0.011217822,0.067125894,762.6778,47.072212,167.10945,0.08186709,110.75792,64.38,0.6052392,-0.011771525,-0.5721326,115.47332,0.00081867096,218.04,93.815,0.72694534,1579.2861,0.91179204,5,8598.95,0.12086808
2022-01-03 17:00:00,869.6542,0.8584038,8216.449,-0.26075768,0.71299237,140.55,421.65,35156.277,0.71299237,-0.02648473,0.07104943,818.7661,46.65421,143.91158,0.083537534,113.65625,64.38,0.576208,-0.02821287,-0.5699977,117.48444,0.0008353753,218.04,98.51,0.7648504,1660.6278,0.9239282,5,8787.112,0.10819574
2022-01-03 18:00:00,875.4641,0.8409365,7911.461,0.07494335,0.6940946,75.66,529.62,33897.67,0.6940946,0.008594295,0.08641921,985.0274,46.60439,159.5087,0.10041336,110.4325,64.38,0.49172992,0.008837275,-0.5378433,113.99662,0.0010041336,218.04,93.815,0.73936486,1616.8945,0.915106,5,8630.611,0.11791941
2022-01-03 19:00:00,919.85077,0.8323003,7870.823,0.14612952,0.6862003,70.22,210.66,33367.6,0.6862003,0.016483663,0.09320646,1069.0924,47.255695,186.70865,0.10948424,109.31875,64.38,0.44835272,0.016638784,-0.53393453,110.48157,0.0010948424,218.04,84.865,0.6949205,1564.0116,0.9096106,5,8565.962,0.11386327
2022-01-03 20:00:00,977.26587,0.8299263,7890.6836,0.08283085,0.68463933,72.8075,291.23,33107.906,0.68463933,0.0087715,0.09828534,1132.7695,47.831196,162.03856,0.112344705,107.87542,64.38,0.4154956,0.008832586,-0.5192169,107.48233,0.0011234471,218.04,78.225,0.7352311,1513.464,0.90760404,5,8542.499,0.10663401
2022-01-03 21:00:00,992.2131,0.8332971,7883.5005,0.16169325,0.6872603,75.295,301.18,32686.844,0.6872603,0.019015701,0.09763222,1119.9303,47.924183,131.8454,0.10912016,107.74208,64.38,0.4221206,0.018732833,-0.48947933,104.81275,0.0010912016,218.04,76.645,0.78456634,1447.0768,0.8876214,5,8363.795,0.11585415
2022-01-03 22:00:00,1003.9605,0.8297514,7624.034,0.3980587,0.68030447,67.94833,407.69,31583.36,0.68030447,0.058185983,0.1008319,1130.0027,48.57387,120.01777,0.11151869,106.425,64.38,0.41692328,0.0551451,-0.47589755,101.89751,0.0011151868,218.04,74.23,0.80389255,1354.3531,0.8640941,5,8128.031,0.1385351
2022-01-03 23:00:00,988.6954,0.8248146,7262.3994,0.5907183,0.67025656,67.9975,271.99,30211.695,0.67025656,0.10794001,0.10683054,1157.5359,49.127644,104.11827,0.11641687,105.45917,64.38,0.40271628,0.09806267,-0.48988172,99.139694,0.0011641687,218.04,74.13,0.82987213,1266.582,0.8400554,2,7857.636,0.1660058
2022-01-04 00:00:00,970.57825,0.81894815,6988.415,0.69588435,0.66055006,56.14,56.14,32631.674,0.66055006,0.14291044,0.11212578,1186.256,49.65442,104.86809,0.12201409,104.86375,56.14,0.38440272,0.12644812,-0.46000406,95.69188,0.0012201408,218.04,74.13,0.8286469,1207.0325,0.8288344,3,7594.314,0.18170853
2022-01-04 01:00:00,964.75885,0.81699115,6988.8438,0.7025517,0.65914005,57.25,114.5,32413.127,0.65914005,0.14381303,0.10918959,1157.7343,50.16008,159.01898,0.124163084,104.27875,56.14,0.3992038,0.12639451,-0.45394313,92.52671,0.0012416309,218.04,74.13,0.74016505,1171.6204,0.82504445,3,7535.886,0.17990777
2022-01-04 02:00:00,963.5661,0.82698387,7072.3467,0.6293491,0.66867125,61.635,123.27,32696.865,0.66867125,0.12726697,0.10188577,1077.6171,50.315052,128.47404,0.11400858,104.08542,56.14,0.43844867,0.11318535,-0.45530954,90.18166,0.0011400859,218.04,74.13,0.79007506,1150.8461,0.8225031,3,7507.639,0.17984508
2022-01-04 03:00:00,964.58704,0.8316619,7139.2383,0.5820737,0.67356646,65.01,130.02,32948.656,0.67356646,0.11511643,0.09654241,1023.2684,50.41895,137.13686,0.109457046,103.95125,56.14,0.46677,0.103336066,-0.45512903,88.16596,0.0010945704,218.04,74.13,0.7773752,1148.5774,0.8233879,3,7502.9136,0.1775309
2022-01-04 04:00:00,960.69867,0.83446705,7149.4766,0.5679535,0.6763,65.11,65.11,32976.367,0.6763,0.11358843,0.096320376,1018.2467,50.590717,105.133606,0.10624151,103.72,56.14,0.46938682,0.102050185,-0.47165626,86.31848,0.0010624151,218.04,74.13,0.82932854,1165.6238,0.8207496,3,7490.302,0.17968051
2022-01-04 05:00:00,934.52246,0.83715516,7286.5728,0.49987307,0.68085223,67.39,269.56,33449.434,0.68085223,0.09294952,0.09251445,990.1021,50.73001,125.96321,0.10426194,103.52125,56.14,0.4840531,0.08471637,-0.47210175,84.787506,0.0010426193,218.04,74.13,0.7955143,1217.5656,0.8270216,3,7582.447,0.16947576
2022-01-04 06:00:00,950.91205,0.84008235,7587.313,0.30894122,0.68843925,77.7,310.8,34809.195,0.68843925,0.04644365,0.08691847,957.9316,50.56147,152.87617,0.100774035,103.840836,56.14,0.5000357,0.04417823,-0.48782802,84.55779,0.0010077403,218.04,74.13,0.7518244,1323.561,0.85287714,3,7876.7437,0.14299881
2022-01-04 07:00:00,941.3732,0.8458033,7836.807,0.11934135,0.6971078,71.21,356.05,36291.94,0.6971078,0.01526757,0.08473735,952.6078,50.38789,120.47767,0.09544081,104.06875,56.14,0.5028143,0.015105316,-0.49598178,83.37968,0.0009544081,218.04,74.13,0.80184597,1437.8551,0.8773988,6,8263.918,0.12657236
2022-01-04 08:00:00,959.3194,0.8476358,7950.194,0.008296254,0.7002908,70.49,70.49,37187.254,0.7002908,0.000967709,0.08412456,955.04114,50.60231,121.679054,0.0948871,103.7125,56.14,0.5023235,0.000980921,-0.45213172,82.3473,0.000948871,218.04,73.58,0.79986995,1509.5887,0.8946796,6,8360.076,0.118236616
2022-01-04 09:00:00,947.28564,0.84428674,7872.594,0.089196056,0.6963631,78.325,156.65,37132.777,0.6963631,0.010727226,0.08451293,955.44403,48.77162,151.1794,0.09873976,99.84292,56.14,0.5010736,0.010856389,-0.45761245,81.98873,0.0009873975,218.04,73.58,0.7513497,1532.4559,0.89861715,6,8329.759,0.12171378
2022-01-04 10:00:00,959.9323,0.8470316,7997.4194,-0.046084065,0.70059323,82.55334,247.66,37597.344,0.70059323,-0.0050786245,0.082655236,943.5269,41.82265,146.45065,0.099935025,94.28125,56.14,0.5072967,-0.0052060406,-0.47178727,82.19463,0.0009993502,186.47,73.58,0.7591272,1555.5908,0.9045769,6,8439.341,0.11296835
2022-01-04 11:00:00,957.14087,0.84998834,7978.314,-0.008778684,0.70280486,84.38,168.76,37829.426,0.70280486,-0.0010131819,0.08273263,939.18945,40.21531,107.818214,0.10030692,91.56834,56.14,0.50956166,-0.0010431769,-0.46994412,82.311966,0.0010030692,186.47,73.58,0.8226674,1567.8335,0.9063106,6,8521.459,0.118830666
2022-01-04 12:00:00,957.01483,0.8506164,7966.769,-0.017516704,0.70310867,80.575,161.15,37849.02,0.70310867,-0.0020424714,0.08064087,913.72394,35.919086,121.265274,0.101050496,87.65667,56.14,0.5275471,-0.0021093206,-0.48076865,82.34624,0.001010505,186.47,73.58,0.8005505,1573.7716,0.9064586,6,8508.838,0.12041766
2022-01-04 13:00:00,969.9886,0.85483027,7938.3613,0.051557455,0.7061589,75.79,151.58,37983.918,0.7061589,0.0065099606,0.07456336,838.21204,29.153946,135.97737,0.09595729,83.02167,56.14,0.5665915,0.0067115333,-0.48096365,81.776505,0.00095957285,176.13,73.58,0.776353,1564.4431,0.9028165,6,8506.777,0.1301758
2022-01-04 14:00:00,963.3349,0.8671662,8074.402,-0.041572783,0.71849376,88.84,444.2,38634.156,0.71849376,-0.005298224,0.06109645,686.59924,21.421656,146.55652,0.08033722,79.27917,56.14,0.6449849,-0.005529492,-0.49142513,82.13944,0.0008033722,140.51,73.58,0.7589531,1563.9352,0.89986116,6,8457.37,0.13300751
2022-01-04 15:00:00,956.6202,0.8742336,8099.921,-0.07159431,0.72468483,145.9425,583.77,39120.734,0.72468483,-0.009300086,0.05318813,594.49243,24.550068,146.2472,0.06956563,80.34125,56.14,0.69276875,-0.009839307,-0.522754,88.167404,0.00069565634,157.44,73.58,0.761034,1565.3054,0.90368885,6,8489.368,0.1374314
2022-01-04 16:00:00,928.8871,0.8789117,8198.04,-0.14435856,0.7298543,390.7025,1562.81,39716.074,0.7298543,-0.01834433,0.044012416,494.36655,56.589035,190.92587,0.06119021,89.27333,56.14,0.7479008,-0.019656725,-0.5812201,107.64167,0.0006119021,331.45,73.58,0.68802965,1618.9196,0.9077905,6,8618.286,0.13616598
2022-01-04 17:00:00,867.1465,0.8887179,8350.23,-0.27959472,0.7404543,695.3617,4172.17,40357.746,0.7404543,-0.034294803,0.034246083,386.19894,134.05278,182.4906,0.050428387,111.95125,56.14,0.8030602,-0.03729567,-0.6503557,153.83818,0.0005042839,684.78,73.58,0.70181274,1709.5541,0.908553,6,8706.046,0.1333919
2022-01-04 18:00:00,860.363,0.90044415,8333.584,-0.22678708,0.7501957,689.93335,2069.8,40283.47,0.7501957,-0.02982102,0.02435282,270.52448,179.74585,143.14986,0.037239283,138.09708,56.14,0.855874,-0.032278508,-0.68593645,197.67734,0.00037239282,701.55,73.66,0.766095,1667.1873,0.89932054,6,8570.822,0.14232957
2022-01-04 19:00:00,856.42377,0.9030294,8221.063,-0.09672432,0.7503855,622.95166,3737.71,39698.668,0.7503855,-0.014174618,0.021481363,235.34523,203.01863,136.06262,0.03390061,160.53917,56.14,0.87461627,-0.015071447,-0.6785851,230.58409,0.0003390061,701.55,74.72,0.77767545,1605.9062,0.88426566,6,8431.224,0.1558186
2022-01-04 20:00:00,859.57184,0.90620077,8112.301,0.010775655,0.7516823,262.4875,1049.95,39122.73,0.7516823,0.0017320437,0.020124985,217.19275,202.42569,124.983536,0.031705905,166.44583,56.14,0.8842873,0.0018086595,-0.85404104,229.32642,0.00031705905,701.55,76.55,0.7957785,1549.6589,0.87053746,6,8233.923,0.16784684
2022-01-04 21:00:00,899.278,0.9088242,8079.624,0.03504624,0.75349087,94.865,189.73,38890.344,0.75349087,0.0058529587,0.017468302,187.31125,202.05609,138.25111,0.030361345,167.31708,56.14,0.9002071,0.006074062,-0.7258786,218.58566,0.00030361346,701.55,79.895,0.77409947,1476.7675,0.86315626,6,8098.3286,0.17331566
2022-01-04 22:00:00,922.5018,0.91131496,8080.1235,-0.0036910889,0.7553982,78.85,236.55,38271.418,0.7553982,-0.0006171784,0.013893714,148.61424,201.88777,147.94667,0.027692448,167.66042,56.14,0.9208235,-0.0006345149,-0.72887254,207.23149,0.0002769245,701.55,79.895,0.7582571,1380.0884,0.8508167,6,7848.551,0.17190453
2022-01-04 23:00:00,916.66534,0.91353446,8014.032,-0.031903762,0.75592417,234.65625,1877.25,37538.38,0.75592417,-0.005407472,0.011946844,126.656075,200.8867,122.21857,0.023471676,173.48459,56.14,0.93252206,-0.005524724,-0.7821616,207.23618,0.00023471676,701.55,82.33,0.8002965,1289.0752,0.8401185,3,7624.9097,0.1731684
2022-01-05 00:00:00,939.25024,0.9139399,7842.9443,0.14379591,0.7532824,91.10667,273.32,42471.117,0.7532824,0.028209643,0.012273892,127.79198,200.1203,114.81545,0.023301441,174.95,56.21,0.9322777,0.028015327,-0.73468584,197.95923,0.00023301442,701.55,83.2,0.81239307,1226.034,0.8226742,3,7513.633,0.194827
2022-01-05 01:00:00,938.81036,0.91367817,7720.862,0.20925267,0.7507351,83.11,83.11,42041.016,0.7507351,0.043510687,0.010605412,109.07031,199.50072,127.76692,0.022974415,176.07083,63.27,0.9421991,0.042789284,-0.73200065,188.76869,0.00022974414,701.55,83.385,0.7912305,1194.1895,0.8172958,3,7428.0723,0.2044862
2022-01-05 02:00:00,936.9854,0.91297626,7643.829,0.26278368,0.74889696,76.99,153.98,41727.715,0.74889696,0.057177953,0.011348411,115.83078,199.18697,121.760124,0.023213899,176.63458,65.03,0.93832225,0.055617843,-0.72379076,179.80887,0.00023213899,701.55,83.385,0.80104554,1171.2427,0.8120028,3,7350.533,0.21164878
2022-01-05 03:00:00,935.0727,0.9134635,7646.427,0.24734594,0.74930716,77.642,388.21,41679.086,0.74930716,0.052463677,0.009385153,95.77232,198.89337,138.796,0.02292212,177.16542,65.11,0.9476654,0.051194098,-0.70836073,171.64381,0.00022922119,701.55,83.385,0.7746818,1165.9655,0.8155891,3,7358.9556,0.20697367
2022-01-05 04:00:00,944.0448,0.913994,7705.1436,0.21502432,0.7507515,77.74333,233.23,41870.836,0.7507515,0.044411305,0.010159505,104.26945,198.59546,131.52718,0.022912083,177.70125,67.21,0.9431774,0.043552175,-0.6985793,164.14825,0.00022912082,701.55,83.385,0.78648186,1179.2017,0.8176379,3,7424.6743,0.20254533
2022-01-05 05:00:00,933.85333,0.91492414,7772.0503,0.18510725,0.7526458,80.46,241.38,42359.434,0.7526458,0.036904007,0.010757115,111.08125,198.32466,121.21332,0.022432521,178.1925,69.85,0.9390333,0.036562487,-0.6904822,157.335,0.00022432521,701.55,83.385,0.80322516,1229.6735,0.82522535,3,7517.66,0.19752055
