,Historical Price,Future Actual Price,Predicted,timestep,index,Predicted Upper,Predicted Lower,periodstep,date
0,59.91,,,0,2023-01-31 12:00:00,,,1.0,2023-01-31 12:00:00
1,64.2,,,0,2023-01-31 13:00:00,,,2.0,2023-01-31 13:00:00
2,64.15,,,0,2023-01-31 14:00:00,,,3.0,2023-01-31 14:00:00
3,67.2,,,0,2023-01-31 15:00:00,,,4.0,2023-01-31 15:00:00
4,67.58,,,0,2023-01-31 16:00:00,,,5.0,2023-01-31 16:00:00
5,293.09,,,0,2023-01-31 17:00:00,,,6.0,2023-01-31 17:00:00
6,186.2,,,0,2023-01-31 18:00:00,,,7.0,2023-01-31 18:00:00
7,75.0,,,0,2023-01-31 19:00:00,,,8.0,2023-01-31 19:00:00
8,106.58,,,0,2023-01-31 20:00:00,,,9.0,2023-01-31 20:00:00
9,67.44,,,0,2023-01-31 21:00:00,,,10.0,2023-01-31 21:00:00
10,66.31,,,0,2023-01-31 22:00:00,,,11.0,2023-01-31 22:00:00
11,83.71,,,0,2023-01-31 23:00:00,,,12.0,2023-01-31 23:00:00
12,,65.51,213.5709731435948,0,2023-02-01 00:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-01 00:00:00
13,,57.34,213.50896037897675,0,2023-02-01 01:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 01:00:00
14,,55.57,213.4893387233351,0,2023-02-01 02:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 02:00:00
15,,56.42,213.4750522055964,0,2023-02-01 03:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 03:00:00
16,,59.36,213.36932545143532,0,2023-02-01 04:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 04:00:00
17,,60.26,213.18096086154029,0,2023-02-01 05:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 05:00:00
18,,55.97,213.22086177467966,0,2023-02-01 06:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 06:00:00
19,,60.71,212.75533456953102,0,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 07:00:00
20,,60.15,212.43802191405163,0,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 08:00:00
21,,57.11,212.96198080661975,0,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 09:00:00
22,,58.05,211.7558786174082,0,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 10:00:00
23,,61.79,211.67654717216743,0,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 11:00:00
0,64.2,,,1,2023-01-31 13:00:00,,,1.0,2023-01-31 13:00:00
1,64.15,,,1,2023-01-31 14:00:00,,,2.0,2023-01-31 14:00:00
2,67.2,,,1,2023-01-31 15:00:00,,,3.0,2023-01-31 15:00:00
3,67.58,,,1,2023-01-31 16:00:00,,,4.0,2023-01-31 16:00:00
4,293.09,,,1,2023-01-31 17:00:00,,,5.0,2023-01-31 17:00:00
5,186.2,,,1,2023-01-31 18:00:00,,,6.0,2023-01-31 18:00:00
6,75.0,,,1,2023-01-31 19:00:00,,,7.0,2023-01-31 19:00:00
7,106.58,,,1,2023-01-31 20:00:00,,,8.0,2023-01-31 20:00:00
8,67.44,,,1,2023-01-31 21:00:00,,,9.0,2023-01-31 21:00:00
9,66.31,,,1,2023-01-31 22:00:00,,,10.0,2023-01-31 22:00:00
10,83.71,,,1,2023-01-31 23:00:00,,,11.0,2023-01-31 23:00:00
11,65.51,,,1,2023-02-01 00:00:00,,,12.0,2023-02-01 00:00:00
12,,57.34,213.5709731435948,1,2023-02-01 01:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-01 01:00:00
13,,55.57,213.50896037897675,1,2023-02-01 02:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 02:00:00
14,,56.42,213.4893387233351,1,2023-02-01 03:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 03:00:00
15,,59.36,213.4750522055964,1,2023-02-01 04:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 04:00:00
16,,60.26,213.36932545143532,1,2023-02-01 05:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 05:00:00
17,,55.97,213.18096086154029,1,2023-02-01 06:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 06:00:00
18,,60.71,213.22086177467966,1,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 07:00:00
19,,60.15,212.75533456953102,1,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 08:00:00
20,,57.11,213.43913103300997,1,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 09:00:00
21,,58.05,211.92851181146295,1,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 10:00:00
22,,61.79,211.7558786174082,1,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 11:00:00
23,,61.89,211.67654717216743,1,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 12:00:00
0,64.15,,,2,2023-01-31 14:00:00,,,1.0,2023-01-31 14:00:00
1,67.2,,,2,2023-01-31 15:00:00,,,2.0,2023-01-31 15:00:00
2,67.58,,,2,2023-01-31 16:00:00,,,3.0,2023-01-31 16:00:00
3,293.09,,,2,2023-01-31 17:00:00,,,4.0,2023-01-31 17:00:00
4,186.2,,,2,2023-01-31 18:00:00,,,5.0,2023-01-31 18:00:00
5,75.0,,,2,2023-01-31 19:00:00,,,6.0,2023-01-31 19:00:00
6,106.58,,,2,2023-01-31 20:00:00,,,7.0,2023-01-31 20:00:00
7,67.44,,,2,2023-01-31 21:00:00,,,8.0,2023-01-31 21:00:00
8,66.31,,,2,2023-01-31 22:00:00,,,9.0,2023-01-31 22:00:00
9,83.71,,,2,2023-01-31 23:00:00,,,10.0,2023-01-31 23:00:00
10,65.51,,,2,2023-02-01 00:00:00,,,11.0,2023-02-01 00:00:00
11,57.34,,,2,2023-02-01 01:00:00,,,12.0,2023-02-01 01:00:00
12,,55.57,213.5709731435948,2,2023-02-01 02:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 02:00:00
13,,56.42,213.50896037897675,2,2023-02-01 03:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 03:00:00
14,,59.36,213.4893387233351,2,2023-02-01 04:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 04:00:00
15,,60.26,213.4750522055964,2,2023-02-01 05:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 05:00:00
16,,55.97,213.36932545143532,2,2023-02-01 06:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 06:00:00
17,,60.71,213.18096086154029,2,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 07:00:00
18,,60.15,213.22086177467966,2,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 08:00:00
19,,57.11,212.75533456953102,2,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 09:00:00
20,,58.05,212.43802191405163,2,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 10:00:00
21,,61.79,211.92851181146295,2,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 11:00:00
22,,61.89,211.7558786174082,2,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 12:00:00
23,,59.01,211.67654717216743,2,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 13:00:00
0,67.2,,,3,2023-01-31 15:00:00,,,1.0,2023-01-31 15:00:00
1,67.58,,,3,2023-01-31 16:00:00,,,2.0,2023-01-31 16:00:00
2,293.09,,,3,2023-01-31 17:00:00,,,3.0,2023-01-31 17:00:00
3,186.2,,,3,2023-01-31 18:00:00,,,4.0,2023-01-31 18:00:00
4,75.0,,,3,2023-01-31 19:00:00,,,5.0,2023-01-31 19:00:00
5,106.58,,,3,2023-01-31 20:00:00,,,6.0,2023-01-31 20:00:00
6,67.44,,,3,2023-01-31 21:00:00,,,7.0,2023-01-31 21:00:00
7,66.31,,,3,2023-01-31 22:00:00,,,8.0,2023-01-31 22:00:00
8,83.71,,,3,2023-01-31 23:00:00,,,9.0,2023-01-31 23:00:00
9,65.51,,,3,2023-02-01 00:00:00,,,10.0,2023-02-01 00:00:00
10,57.34,,,3,2023-02-01 01:00:00,,,11.0,2023-02-01 01:00:00
11,55.57,,,3,2023-02-01 02:00:00,,,12.0,2023-02-01 02:00:00
12,,56.42,213.5709731435948,3,2023-02-01 03:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 03:00:00
13,,59.36,213.50896037897675,3,2023-02-01 04:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 04:00:00
14,,60.26,213.4893387233351,3,2023-02-01 05:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 05:00:00
15,,55.97,213.4750522055964,3,2023-02-01 06:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 06:00:00
16,,60.71,213.36932545143532,3,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 07:00:00
17,,60.15,213.18096086154029,3,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 08:00:00
18,,57.11,213.22086177467966,3,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 09:00:00
19,,58.05,212.75533456953102,3,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 10:00:00
20,,61.79,212.43802191405163,3,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 11:00:00
21,,61.89,211.92851181146295,3,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 12:00:00
22,,59.01,211.7558786174082,3,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 13:00:00
23,,48.92,211.67654717216743,3,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 14:00:00
0,67.58,,,4,2023-01-31 16:00:00,,,1.0,2023-01-31 16:00:00
1,293.09,,,4,2023-01-31 17:00:00,,,2.0,2023-01-31 17:00:00
2,186.2,,,4,2023-01-31 18:00:00,,,3.0,2023-01-31 18:00:00
3,75.0,,,4,2023-01-31 19:00:00,,,4.0,2023-01-31 19:00:00
4,106.58,,,4,2023-01-31 20:00:00,,,5.0,2023-01-31 20:00:00
5,67.44,,,4,2023-01-31 21:00:00,,,6.0,2023-01-31 21:00:00
6,66.31,,,4,2023-01-31 22:00:00,,,7.0,2023-01-31 22:00:00
7,83.71,,,4,2023-01-31 23:00:00,,,8.0,2023-01-31 23:00:00
8,65.51,,,4,2023-02-01 00:00:00,,,9.0,2023-02-01 00:00:00
9,57.34,,,4,2023-02-01 01:00:00,,,10.0,2023-02-01 01:00:00
10,55.57,,,4,2023-02-01 02:00:00,,,11.0,2023-02-01 02:00:00
11,56.42,,,4,2023-02-01 03:00:00,,,12.0,2023-02-01 03:00:00
12,,59.36,213.5709731435948,4,2023-02-01 04:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 04:00:00
13,,60.26,213.50896037897675,4,2023-02-01 05:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 05:00:00
14,,55.97,213.4893387233351,4,2023-02-01 06:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 06:00:00
15,,60.71,213.4750522055964,4,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 07:00:00
16,,60.15,213.36932545143532,4,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 08:00:00
17,,57.11,213.18096086154029,4,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 09:00:00
18,,58.05,213.22086177467966,4,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 10:00:00
19,,61.79,212.75533456953102,4,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 11:00:00
20,,61.89,212.43802191405163,4,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 12:00:00
21,,59.01,211.92851181146295,4,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 13:00:00
22,,48.92,211.7558786174082,4,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 14:00:00
23,,55.19,212.9024156857915,4,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 15:00:00
0,293.09,,,5,2023-01-31 17:00:00,,,1.0,2023-01-31 17:00:00
1,186.2,,,5,2023-01-31 18:00:00,,,2.0,2023-01-31 18:00:00
2,75.0,,,5,2023-01-31 19:00:00,,,3.0,2023-01-31 19:00:00
3,106.58,,,5,2023-01-31 20:00:00,,,4.0,2023-01-31 20:00:00
4,67.44,,,5,2023-01-31 21:00:00,,,5.0,2023-01-31 21:00:00
5,66.31,,,5,2023-01-31 22:00:00,,,6.0,2023-01-31 22:00:00
6,83.71,,,5,2023-01-31 23:00:00,,,7.0,2023-01-31 23:00:00
7,65.51,,,5,2023-02-01 00:00:00,,,8.0,2023-02-01 00:00:00
8,57.34,,,5,2023-02-01 01:00:00,,,9.0,2023-02-01 01:00:00
9,55.57,,,5,2023-02-01 02:00:00,,,10.0,2023-02-01 02:00:00
10,56.42,,,5,2023-02-01 03:00:00,,,11.0,2023-02-01 03:00:00
11,59.36,,,5,2023-02-01 04:00:00,,,12.0,2023-02-01 04:00:00
12,,60.26,213.5709731435948,5,2023-02-01 05:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 05:00:00
13,,55.97,213.50896037897675,5,2023-02-01 06:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 06:00:00
14,,60.71,213.4893387233351,5,2023-02-01 07:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 07:00:00
15,,60.15,213.4750522055964,5,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 08:00:00
16,,57.11,213.36932545143532,5,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 09:00:00
17,,58.05,214.13549981327122,5,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 10:00:00
18,,61.79,213.22086177467966,5,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 11:00:00
19,,61.89,212.75533456953102,5,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 12:00:00
20,,59.01,212.43802191405163,5,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 13:00:00
21,,48.92,211.92851181146295,5,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 14:00:00
22,,55.19,212.4196359462477,5,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 15:00:00
23,,68.53,212.70520892517308,5,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 16:00:00
0,186.2,,,6,2023-01-31 18:00:00,,,1.0,2023-01-31 18:00:00
1,75.0,,,6,2023-01-31 19:00:00,,,2.0,2023-01-31 19:00:00
2,106.58,,,6,2023-01-31 20:00:00,,,3.0,2023-01-31 20:00:00
3,67.44,,,6,2023-01-31 21:00:00,,,4.0,2023-01-31 21:00:00
4,66.31,,,6,2023-01-31 22:00:00,,,5.0,2023-01-31 22:00:00
5,83.71,,,6,2023-01-31 23:00:00,,,6.0,2023-01-31 23:00:00
6,65.51,,,6,2023-02-01 00:00:00,,,7.0,2023-02-01 00:00:00
7,57.34,,,6,2023-02-01 01:00:00,,,8.0,2023-02-01 01:00:00
8,55.57,,,6,2023-02-01 02:00:00,,,9.0,2023-02-01 02:00:00
9,56.42,,,6,2023-02-01 03:00:00,,,10.0,2023-02-01 03:00:00
10,59.36,,,6,2023-02-01 04:00:00,,,11.0,2023-02-01 04:00:00
11,60.26,,,6,2023-02-01 05:00:00,,,12.0,2023-02-01 05:00:00
12,,55.97,213.5709731435948,6,2023-02-01 06:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 06:00:00
13,,60.71,213.50896037897675,6,2023-02-01 07:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 07:00:00
14,,60.15,213.4893387233351,6,2023-02-01 08:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 08:00:00
15,,57.11,213.4750522055964,6,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 09:00:00
16,,58.05,213.36932545143532,6,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 10:00:00
17,,61.79,213.18096086154029,6,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 11:00:00
18,,61.89,213.22086177467966,6,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 12:00:00
19,,59.01,212.75533456953102,6,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 13:00:00
20,,48.92,212.43802191405163,6,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 14:00:00
21,,55.19,214.42896774857476,6,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 15:00:00
22,,68.53,211.7558786174082,6,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 16:00:00
23,,233.28,212.70520892517308,6,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 17:00:00
0,75.0,,,7,2023-01-31 19:00:00,,,1.0,2023-01-31 19:00:00
1,106.58,,,7,2023-01-31 20:00:00,,,2.0,2023-01-31 20:00:00
2,67.44,,,7,2023-01-31 21:00:00,,,3.0,2023-01-31 21:00:00
3,66.31,,,7,2023-01-31 22:00:00,,,4.0,2023-01-31 22:00:00
4,83.71,,,7,2023-01-31 23:00:00,,,5.0,2023-01-31 23:00:00
5,65.51,,,7,2023-02-01 00:00:00,,,6.0,2023-02-01 00:00:00
6,57.34,,,7,2023-02-01 01:00:00,,,7.0,2023-02-01 01:00:00
7,55.57,,,7,2023-02-01 02:00:00,,,8.0,2023-02-01 02:00:00
8,56.42,,,7,2023-02-01 03:00:00,,,9.0,2023-02-01 03:00:00
9,59.36,,,7,2023-02-01 04:00:00,,,10.0,2023-02-01 04:00:00
10,60.26,,,7,2023-02-01 05:00:00,,,11.0,2023-02-01 05:00:00
11,55.97,,,7,2023-02-01 06:00:00,,,12.0,2023-02-01 06:00:00
12,,60.71,213.5709731435948,7,2023-02-01 07:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 07:00:00
13,,60.15,213.50896037897675,7,2023-02-01 08:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 08:00:00
14,,57.11,213.4893387233351,7,2023-02-01 09:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 09:00:00
15,,58.05,213.4750522055964,7,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 10:00:00
16,,61.79,213.36932545143532,7,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 11:00:00
17,,61.89,213.18096086154029,7,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 12:00:00
18,,59.01,213.22086177467966,7,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 13:00:00
19,,48.92,213.33689506970833,7,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 14:00:00
20,,55.19,214.90464678751616,7,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 15:00:00
21,,68.53,213.13852321188298,7,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 16:00:00
22,,233.28,212.85119920579632,7,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 17:00:00
23,,346.29,211.67654717216743,7,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 18:00:00
0,106.58,,,8,2023-01-31 20:00:00,,,1.0,2023-01-31 20:00:00
1,67.44,,,8,2023-01-31 21:00:00,,,2.0,2023-01-31 21:00:00
2,66.31,,,8,2023-01-31 22:00:00,,,3.0,2023-01-31 22:00:00
3,83.71,,,8,2023-01-31 23:00:00,,,4.0,2023-01-31 23:00:00
4,65.51,,,8,2023-02-01 00:00:00,,,5.0,2023-02-01 00:00:00
5,57.34,,,8,2023-02-01 01:00:00,,,6.0,2023-02-01 01:00:00
6,55.57,,,8,2023-02-01 02:00:00,,,7.0,2023-02-01 02:00:00
7,56.42,,,8,2023-02-01 03:00:00,,,8.0,2023-02-01 03:00:00
8,59.36,,,8,2023-02-01 04:00:00,,,9.0,2023-02-01 04:00:00
9,60.26,,,8,2023-02-01 05:00:00,,,10.0,2023-02-01 05:00:00
10,55.97,,,8,2023-02-01 06:00:00,,,11.0,2023-02-01 06:00:00
11,60.71,,,8,2023-02-01 07:00:00,,,12.0,2023-02-01 07:00:00
12,,60.15,213.5709731435948,8,2023-02-01 08:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 08:00:00
13,,57.11,213.50896037897675,8,2023-02-01 09:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 09:00:00
14,,58.05,213.4893387233351,8,2023-02-01 10:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 10:00:00
15,,61.79,213.4750522055964,8,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 11:00:00
16,,61.89,213.36932545143532,8,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 12:00:00
17,,59.01,213.18096086154029,8,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 13:00:00
18,,48.92,213.7776569240709,8,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 14:00:00
19,,55.19,213.33689506970833,8,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 15:00:00
20,,68.53,213.0817063316274,8,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 16:00:00
21,,233.28,212.96198080661975,8,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 17:00:00
22,,346.29,212.85119920579632,8,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 18:00:00
23,,364.65,211.67654717216743,8,2023-02-01 19:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 19:00:00
0,67.44,,,9,2023-01-31 21:00:00,,,1.0,2023-01-31 21:00:00
1,66.31,,,9,2023-01-31 22:00:00,,,2.0,2023-01-31 22:00:00
2,83.71,,,9,2023-01-31 23:00:00,,,3.0,2023-01-31 23:00:00
3,65.51,,,9,2023-02-01 00:00:00,,,4.0,2023-02-01 00:00:00
4,57.34,,,9,2023-02-01 01:00:00,,,5.0,2023-02-01 01:00:00
5,55.57,,,9,2023-02-01 02:00:00,,,6.0,2023-02-01 02:00:00
6,56.42,,,9,2023-02-01 03:00:00,,,7.0,2023-02-01 03:00:00
7,59.36,,,9,2023-02-01 04:00:00,,,8.0,2023-02-01 04:00:00
8,60.26,,,9,2023-02-01 05:00:00,,,9.0,2023-02-01 05:00:00
9,55.97,,,9,2023-02-01 06:00:00,,,10.0,2023-02-01 06:00:00
10,60.71,,,9,2023-02-01 07:00:00,,,11.0,2023-02-01 07:00:00
11,60.15,,,9,2023-02-01 08:00:00,,,12.0,2023-02-01 08:00:00
12,,57.11,213.5709731435948,9,2023-02-01 09:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 09:00:00
13,,58.05,213.50896037897675,9,2023-02-01 10:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 10:00:00
14,,61.79,213.4893387233351,9,2023-02-01 11:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 11:00:00
15,,61.89,213.4750522055964,9,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 12:00:00
16,,59.01,213.36932545143532,9,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 13:00:00
17,,48.92,213.18096086154029,9,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 14:00:00
18,,55.19,214.4239672461414,9,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 15:00:00
19,,68.53,213.3702420709006,9,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 16:00:00
20,,233.28,213.43913103300997,9,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 17:00:00
21,,346.29,211.92851181146295,9,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 18:00:00
22,,364.65,211.7558786174082,9,2023-02-01 19:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 19:00:00
23,,421.68,211.67654717216743,9,2023-02-01 20:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 20:00:00
0,66.31,,,10,2023-01-31 22:00:00,,,1.0,2023-01-31 22:00:00
1,83.71,,,10,2023-01-31 23:00:00,,,2.0,2023-01-31 23:00:00
2,65.51,,,10,2023-02-01 00:00:00,,,3.0,2023-02-01 00:00:00
3,57.34,,,10,2023-02-01 01:00:00,,,4.0,2023-02-01 01:00:00
4,55.57,,,10,2023-02-01 02:00:00,,,5.0,2023-02-01 02:00:00
5,56.42,,,10,2023-02-01 03:00:00,,,6.0,2023-02-01 03:00:00
6,59.36,,,10,2023-02-01 04:00:00,,,7.0,2023-02-01 04:00:00
7,60.26,,,10,2023-02-01 05:00:00,,,8.0,2023-02-01 05:00:00
8,55.97,,,10,2023-02-01 06:00:00,,,9.0,2023-02-01 06:00:00
9,60.71,,,10,2023-02-01 07:00:00,,,10.0,2023-02-01 07:00:00
10,60.15,,,10,2023-02-01 08:00:00,,,11.0,2023-02-01 08:00:00
11,57.11,,,10,2023-02-01 09:00:00,,,12.0,2023-02-01 09:00:00
12,,58.05,213.5709731435948,10,2023-02-01 10:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 10:00:00
13,,61.79,213.50896037897675,10,2023-02-01 11:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 11:00:00
14,,61.89,213.4893387233351,10,2023-02-01 12:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 12:00:00
15,,59.01,213.4750522055964,10,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 13:00:00
16,,48.92,213.97709137665328,10,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 14:00:00
17,,55.19,214.37310457855259,10,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 15:00:00
18,,68.53,213.22086177467966,10,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 16:00:00
19,,233.28,213.33689506970833,10,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 17:00:00
20,,346.29,212.43802191405163,10,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 18:00:00
21,,364.65,211.92851181146295,10,2023-02-01 19:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 19:00:00
22,,421.68,211.7558786174082,10,2023-02-01 20:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 20:00:00
23,,400.11,211.67654717216743,10,2023-02-01 21:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 21:00:00
0,83.71,,,11,2023-01-31 23:00:00,,,1.0,2023-01-31 23:00:00
1,65.51,,,11,2023-02-01 00:00:00,,,2.0,2023-02-01 00:00:00
