,Historical Price,Future Actual Price,Predicted,timestep,index,Predicted Upper,Predicted Lower,periodstep,date
15,,80.55,213.4750522055964,27,2023-02-02 06:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 06:00:00
16,,206.91,213.36932545143532,27,2023-02-02 07:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 07:00:00
17,,107.13,213.18096086154029,27,2023-02-02 08:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 08:00:00
18,,62.02,214.22767440910073,27,2023-02-02 09:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 09:00:00
19,,67.35,213.8507207171984,27,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 10:00:00
20,,60.29,213.734665956962,27,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 11:00:00
21,,57.36,213.25914594697153,27,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 12:00:00
22,,54.33,212.44542395614172,27,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 13:00:00
23,,60.23,212.25161158858828,27,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 14:00:00
0,68.53,,,28,2023-02-01 16:00:00,,,1.0,2023-02-01 16:00:00
1,233.28,,,28,2023-02-01 17:00:00,,,2.0,2023-02-01 17:00:00
2,346.29,,,28,2023-02-01 18:00:00,,,3.0,2023-02-01 18:00:00
3,364.65,,,28,2023-02-01 19:00:00,,,4.0,2023-02-01 19:00:00
4,421.68,,,28,2023-02-01 20:00:00,,,5.0,2023-02-01 20:00:00
5,400.11,,,28,2023-02-01 21:00:00,,,6.0,2023-02-01 21:00:00
6,161.55,,,28,2023-02-01 22:00:00,,,7.0,2023-02-01 22:00:00
7,207.69,,,28,2023-02-01 23:00:00,,,8.0,2023-02-01 23:00:00
8,137.84,,,28,2023-02-02 00:00:00,,,9.0,2023-02-02 00:00:00
9,204.0,,,28,2023-02-02 01:00:00,,,10.0,2023-02-02 01:00:00
10,169.9,,,28,2023-02-02 02:00:00,,,11.0,2023-02-02 02:00:00
11,98.2,,,28,2023-02-02 03:00:00,,,12.0,2023-02-02 03:00:00
12,,60.18,213.5709731435948,28,2023-02-02 04:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-02 04:00:00
13,,59.18,213.50896037897675,28,2023-02-02 05:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 05:00:00
14,,80.55,214.4995766101088,28,2023-02-02 06:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 06:00:00
15,,206.91,213.4750522055964,28,2023-02-02 07:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 07:00:00
16,,107.13,213.36932545143532,28,2023-02-02 08:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 08:00:00
17,,62.02,213.18096086154029,28,2023-02-02 09:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 09:00:00
18,,67.35,214.22767440910073,28,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 10:00:00
19,,60.29,213.8507207171984,28,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 11:00:00
20,,57.36,213.734665956962,28,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 12:00:00
21,,54.33,212.610205081862,28,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 13:00:00
22,,60.23,212.44542395614172,28,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 14:00:00
23,,58.99,212.25161158858828,28,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 15:00:00
0,233.28,,,29,2023-02-01 17:00:00,,,1.0,2023-02-01 17:00:00
1,346.29,,,29,2023-02-01 18:00:00,,,2.0,2023-02-01 18:00:00
2,364.65,,,29,2023-02-01 19:00:00,,,3.0,2023-02-01 19:00:00
3,421.68,,,29,2023-02-01 20:00:00,,,4.0,2023-02-01 20:00:00
4,400.11,,,29,2023-02-01 21:00:00,,,5.0,2023-02-01 21:00:00
5,161.55,,,29,2023-02-01 22:00:00,,,6.0,2023-02-01 22:00:00
6,207.69,,,29,2023-02-01 23:00:00,,,7.0,2023-02-01 23:00:00
7,137.84,,,29,2023-02-02 00:00:00,,,8.0,2023-02-02 00:00:00
8,204.0,,,29,2023-02-02 01:00:00,,,9.0,2023-02-02 01:00:00
9,169.9,,,29,2023-02-02 02:00:00,,,10.0,2023-02-02 02:00:00
10,98.2,,,29,2023-02-02 03:00:00,,,11.0,2023-02-02 03:00:00
11,60.18,,,29,2023-02-02 04:00:00,,,12.0,2023-02-02 04:00:00
12,,59.18,213.5709731435948,29,2023-02-02 05:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-02 05:00:00
13,,80.55,213.50896037897675,29,2023-02-02 06:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 06:00:00
14,,206.91,214.4995766101088,29,2023-02-02 07:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 07:00:00
15,,107.13,213.4750522055964,29,2023-02-02 08:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 08:00:00
16,,62.02,213.36932545143532,29,2023-02-02 09:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 09:00:00
17,,67.35,213.18096086154029,29,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 10:00:00
18,,60.29,214.22767440910073,29,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 11:00:00
19,,57.36,213.8507207171984,29,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 12:00:00
20,,54.33,213.0854267813661,29,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 13:00:00
21,,60.23,211.92851181146295,29,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 14:00:00
22,,58.99,212.85119920579632,29,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 15:00:00
23,,61.64,213.11918883004773,29,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 16:00:00
0,346.29,,,30,2023-02-01 18:00:00,,,1.0,2023-02-01 18:00:00
1,364.65,,,30,2023-02-01 19:00:00,,,2.0,2023-02-01 19:00:00
2,421.68,,,30,2023-02-01 20:00:00,,,3.0,2023-02-01 20:00:00
3,400.11,,,30,2023-02-01 21:00:00,,,4.0,2023-02-01 21:00:00
4,161.55,,,30,2023-02-01 22:00:00,,,5.0,2023-02-01 22:00:00
5,207.69,,,30,2023-02-01 23:00:00,,,6.0,2023-02-01 23:00:00
6,137.84,,,30,2023-02-02 00:00:00,,,7.0,2023-02-02 00:00:00
7,204.0,,,30,2023-02-02 01:00:00,,,8.0,2023-02-02 01:00:00
8,169.9,,,30,2023-02-02 02:00:00,,,9.0,2023-02-02 02:00:00
9,98.2,,,30,2023-02-02 03:00:00,,,10.0,2023-02-02 03:00:00
10,60.18,,,30,2023-02-02 04:00:00,,,11.0,2023-02-02 04:00:00
11,59.18,,,30,2023-02-02 05:00:00,,,12.0,2023-02-02 05:00:00
12,,80.55,213.5709731435948,30,2023-02-02 06:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-02 06:00:00
13,,206.91,213.50896037897675,30,2023-02-02 07:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 07:00:00
14,,107.13,214.4995766101088,30,2023-02-02 08:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 08:00:00
15,,62.02,213.4750522055964,30,2023-02-02 09:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 09:00:00
16,,67.35,213.36932545143532,30,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 10:00:00
17,,60.29,213.18096086154029,30,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 11:00:00
18,,57.36,214.22767440910073,30,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 12:00:00
19,,54.33,213.8507207171984,30,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 13:00:00
20,,60.23,212.43802191405163,30,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 14:00:00
21,,58.99,212.96198080661975,30,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 15:00:00
22,,61.64,213.20583670332118,30,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 16:00:00
23,,64.46,213.11918883004773,30,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 17:00:00
0,364.65,,,31,2023-02-01 19:00:00,,,1.0,2023-02-01 19:00:00
1,421.68,,,31,2023-02-01 20:00:00,,,2.0,2023-02-01 20:00:00
2,400.11,,,31,2023-02-01 21:00:00,,,3.0,2023-02-01 21:00:00
3,161.55,,,31,2023-02-01 22:00:00,,,4.0,2023-02-01 22:00:00
4,207.69,,,31,2023-02-01 23:00:00,,,5.0,2023-02-01 23:00:00
5,137.84,,,31,2023-02-02 00:00:00,,,6.0,2023-02-02 00:00:00
6,204.0,,,31,2023-02-02 01:00:00,,,7.0,2023-02-02 01:00:00
7,169.9,,,31,2023-02-02 02:00:00,,,8.0,2023-02-02 02:00:00
8,98.2,,,31,2023-02-02 03:00:00,,,9.0,2023-02-02 03:00:00
9,60.18,,,31,2023-02-02 04:00:00,,,10.0,2023-02-02 04:00:00
10,59.18,,,31,2023-02-02 05:00:00,,,11.0,2023-02-02 05:00:00
11,80.55,,,31,2023-02-02 06:00:00,,,12.0,2023-02-02 06:00:00
12,,206.91,213.5709731435948,31,2023-02-02 07:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-02 07:00:00
13,,107.13,213.50896037897675,31,2023-02-02 08:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 08:00:00
14,,62.02,214.4995766101088,31,2023-02-02 09:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 09:00:00
15,,67.35,213.4750522055964,31,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 10:00:00
16,,60.29,213.36932545143532,31,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 11:00:00
17,,57.36,213.18096086154029,31,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 12:00:00
18,,54.33,214.22767440910073,31,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 13:00:00
19,,60.23,213.8507207171984,31,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 14:00:00
20,,58.99,213.43913103300997,31,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 15:00:00
21,,61.64,212.96198080661975,31,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 16:00:00
22,,64.46,213.20583670332118,31,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 17:00:00
23,,73.53,212.9024156857915,31,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 18:00:00
0,421.68,,,32,2023-02-01 20:00:00,,,1.0,2023-02-01 20:00:00
1,400.11,,,32,2023-02-01 21:00:00,,,2.0,2023-02-01 21:00:00
2,161.55,,,32,2023-02-01 22:00:00,,,3.0,2023-02-01 22:00:00
3,207.69,,,32,2023-02-01 23:00:00,,,4.0,2023-02-01 23:00:00
4,137.84,,,32,2023-02-02 00:00:00,,,5.0,2023-02-02 00:00:00
5,204.0,,,32,2023-02-02 01:00:00,,,6.0,2023-02-02 01:00:00
6,169.9,,,32,2023-02-02 02:00:00,,,7.0,2023-02-02 02:00:00
7,98.2,,,32,2023-02-02 03:00:00,,,8.0,2023-02-02 03:00:00
8,60.18,,,32,2023-02-02 04:00:00,,,9.0,2023-02-02 04:00:00
9,59.18,,,32,2023-02-02 05:00:00,,,10.0,2023-02-02 05:00:00
10,80.55,,,32,2023-02-02 06:00:00,,,11.0,2023-02-02 06:00:00
11,206.91,,,32,2023-02-02 07:00:00,,,12.0,2023-02-02 07:00:00
12,,107.13,214.8625368118607,32,2023-02-02 08:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-02 08:00:00
13,,62.02,214.47985063178254,32,2023-02-02 09:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 09:00:00
14,,67.35,213.99253160177477,32,2023-02-02 10:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 10:00:00
15,,60.29,213.4750522055964,32,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 11:00:00
16,,57.36,214.48267130168003,32,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 12:00:00
17,,54.33,213.18096086154029,32,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 13:00:00
18,,60.23,214.32224119565296,32,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 14:00:00
19,,58.99,213.71817321515755,32,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 15:00:00
20,,61.64,213.43913103300997,32,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 16:00:00
21,,64.46,213.53790822446197,32,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 17:00:00
22,,73.53,212.4196359462477,32,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 18:00:00
23,,68.5,212.9024156857915,32,2023-02-02 19:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 19:00:00
0,400.11,,,33,2023-02-01 21:00:00,,,1.0,2023-02-01 21:00:00
1,161.55,,,33,2023-02-01 22:00:00,,,2.0,2023-02-01 22:00:00
2,207.69,,,33,2023-02-01 23:00:00,,,3.0,2023-02-01 23:00:00
3,137.84,,,33,2023-02-02 00:00:00,,,4.0,2023-02-02 00:00:00
4,204.0,,,33,2023-02-02 01:00:00,,,5.0,2023-02-02 01:00:00
5,169.9,,,33,2023-02-02 02:00:00,,,6.0,2023-02-02 02:00:00
6,98.2,,,33,2023-02-02 03:00:00,,,7.0,2023-02-02 03:00:00
7,60.18,,,33,2023-02-02 04:00:00,,,8.0,2023-02-02 04:00:00
8,59.18,,,33,2023-02-02 05:00:00,,,9.0,2023-02-02 05:00:00
9,80.55,,,33,2023-02-02 06:00:00,,,10.0,2023-02-02 06:00:00
10,206.91,,,33,2023-02-02 07:00:00,,,11.0,2023-02-02 07:00:00
11,107.13,,,33,2023-02-02 08:00:00,,,12.0,2023-02-02 08:00:00
12,,62.02,213.5709731435948,33,2023-02-02 09:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-02 09:00:00
13,,67.35,213.50896037897675,33,2023-02-02 10:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 10:00:00
14,,60.29,214.4995766101088,33,2023-02-02 11:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 11:00:00
15,,57.36,214.5704287927131,33,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 12:00:00
16,,54.33,214.48267130168003,33,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 13:00:00
17,,60.23,214.22477264337152,33,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 14:00:00
18,,58.99,213.45268523556157,33,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 15:00:00
19,,61.64,213.71817321515755,33,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 16:00:00
20,,64.46,214.01316744185027,33,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 17:00:00
21,,73.53,212.65520039317872,33,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 18:00:00
22,,68.5,212.4196359462477,33,2023-02-02 19:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 19:00:00
23,,70.18,211.67654717216743,33,2023-02-02 20:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 20:00:00
0,161.55,,,34,2023-02-01 22:00:00,,,1.0,2023-02-01 22:00:00
1,207.69,,,34,2023-02-01 23:00:00,,,2.0,2023-02-01 23:00:00
2,137.84,,,34,2023-02-02 00:00:00,,,3.0,2023-02-02 00:00:00
3,204.0,,,34,2023-02-02 01:00:00,,,4.0,2023-02-02 01:00:00
4,169.9,,,34,2023-02-02 02:00:00,,,5.0,2023-02-02 02:00:00
5,98.2,,,34,2023-02-02 03:00:00,,,6.0,2023-02-02 03:00:00
6,60.18,,,34,2023-02-02 04:00:00,,,7.0,2023-02-02 04:00:00
7,59.18,,,34,2023-02-02 05:00:00,,,8.0,2023-02-02 05:00:00
8,80.55,,,34,2023-02-02 06:00:00,,,9.0,2023-02-02 06:00:00
9,206.91,,,34,2023-02-02 07:00:00,,,10.0,2023-02-02 07:00:00
10,107.13,,,34,2023-02-02 08:00:00,,,11.0,2023-02-02 08:00:00
11,62.02,,,34,2023-02-02 09:00:00,,,12.0,2023-02-02 09:00:00
12,,67.35,213.5709731435948,34,2023-02-02 10:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-02 10:00:00
13,,60.29,213.50896037897675,34,2023-02-02 11:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 11:00:00
14,,57.36,214.4995766101088,34,2023-02-02 12:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 12:00:00
15,,54.33,214.72066710193812,34,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 13:00:00
16,,60.23,214.48267130168003,34,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 14:00:00
17,,58.99,214.22477264337152,34,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 15:00:00
18,,61.64,214.69540865802963,34,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 16:00:00
19,,64.46,214.47739629377523,34,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 17:00:00
20,,73.53,213.0817063316274,34,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 18:00:00
21,,68.5,213.13852321188298,34,2023-02-02 19:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 19:00:00
22,,70.18,211.7558786174082,34,2023-02-02 20:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 20:00:00
23,,64.59,211.67654717216743,34,2023-02-02 21:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 21:00:00
0,207.69,,,35,2023-02-01 23:00:00,,,1.0,2023-02-01 23:00:00
1,137.84,,,35,2023-02-02 00:00:00,,,2.0,2023-02-02 00:00:00
2,204.0,,,35,2023-02-02 01:00:00,,,3.0,2023-02-02 01:00:00
3,169.9,,,35,2023-02-02 02:00:00,,,4.0,2023-02-02 02:00:00
4,98.2,,,35,2023-02-02 03:00:00,,,5.0,2023-02-02 03:00:00
5,60.18,,,35,2023-02-02 04:00:00,,,6.0,2023-02-02 04:00:00
6,59.18,,,35,2023-02-02 05:00:00,,,7.0,2023-02-02 05:00:00
7,80.55,,,35,2023-02-02 06:00:00,,,8.0,2023-02-02 06:00:00
8,206.91,,,35,2023-02-02 07:00:00,,,9.0,2023-02-02 07:00:00
9,107.13,,,35,2023-02-02 08:00:00,,,10.0,2023-02-02 08:00:00
10,62.02,,,35,2023-02-02 09:00:00,,,11.0,2023-02-02 09:00:00
11,67.35,,,35,2023-02-02 10:00:00,,,12.0,2023-02-02 10:00:00
12,,60.29,213.5709731435948,35,2023-02-02 11:00:00,811.1284964746795,49.18567746322602,13.0,2023-02-02 11:00:00
13,,57.36,213.50896037897675,35,2023-02-02 12:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 12:00:00
14,,54.33,213.4893387233351,35,2023-02-02 13:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 13:00:00
15,,60.23,214.72066710193812,35,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 14:00:00
16,,58.99,214.48267130168003,35,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 15:00:00
17,,61.64,214.63714500238726,35,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 16:00:00
18,,64.46,214.69540865802963,35,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 17:00:00
19,,73.53,213.3702420709006,35,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 18:00:00
20,,68.5,213.6555180514389,35,2023-02-02 19:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 19:00:00
21,,70.18,213.13852321188298,35,2023-02-02 20:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 20:00:00
22,,64.59,211.7558786174082,35,2023-02-02 21:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 21:00:00
23,,68.32,211.67654717216743,35,2023-02-02 22:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 22:00:00
0,137.84,,,36,2023-02-02 00:00:00,,,1.0,2023-02-02 00:00:00
1,204.0,,,36,2023-02-02 01:00:00,,,2.0,2023-02-02 01:00:00
2,169.9,,,36,2023-02-02 02:00:00,,,3.0,2023-02-02 02:00:00
3,98.2,,,36,2023-02-02 03:00:00,,,4.0,2023-02-02 03:00:00
4,60.18,,,36,2023-02-02 04:00:00,,,5.0,2023-02-02 04:00:00
5,59.18,,,36,2023-02-02 05:00:00,,,6.0,2023-02-02 05:00:00
6,80.55,,,36,2023-02-02 06:00:00,,,7.0,2023-02-02 06:00:00
7,206.91,,,36,2023-02-02 07:00:00,,,8.0,2023-02-02 07:00:00
8,107.13,,,36,2023-02-02 08:00:00,,,9.0,2023-02-02 08:00:00
9,62.02,,,36,2023-02-02 09:00:00,,,10.0,2023-02-02 09:00:00
10,67.35,,,36,2023-02-02 10:00:00,,,11.0,2023-02-02 10:00:00
11,60.29,,,36,2023-02-02 11:00:00,,,12.0,2023-02-02 11:00:00
12,,57.36,213.5709731435948,36,2023-02-02 12:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-02 12:00:00
13,,54.33,213.50896037897675,36,2023-02-02 13:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-02 13:00:00
14,,60.23,213.4893387233351,36,2023-02-02 14:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-02 14:00:00
15,,58.99,214.72066710193812,36,2023-02-02 15:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-02 15:00:00
16,,61.64,214.48267130168003,36,2023-02-02 16:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-02 16:00:00
17,,64.46,214.63714500238726,36,2023-02-02 17:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-02 17:00:00
18,,73.53,214.4239672461414,36,2023-02-02 18:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-02 18:00:00
19,,68.5,213.9731969728944,36,2023-02-02 19:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-02 19:00:00
20,,70.18,213.6555180514389,36,2023-02-02 20:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-02 20:00:00
21,,64.59,211.92851181146295,36,2023-02-02 21:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-02 21:00:00
22,,68.32,211.7558786174082,36,2023-02-02 22:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-02 22:00:00
23,,100.48,211.67654717216743,36,2023-02-02 23:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-02 23:00:00
